pool_id,repo,task,features,N,trial,condition,score,n_passed,K,all_passed,cost
dottxt_ai_outlines_task/1655/f2_f4_f5,dottxt_ai_outlines,1655,f2_f4_f5,1,2,nocomm,1.0,3,3,True,0.1187
dottxt_ai_outlines_task/1655/f2_f4_f5,dottxt_ai_outlines,1655,f2_f4_f5,1,3,nocomm,0.6667,2,3,False,0.1948
dottxt_ai_outlines_task/1655/f2_f4_f5,dottxt_ai_outlines,1655,f2_f4_f5,1,4,nocomm,1.0,3,3,True,0.0958
dottxt_ai_outlines_task/1655/f2_f4_f5,dottxt_ai_outlines,1655,f2_f4_f5,2,1,comm,1.0,3,3,True,0.7883
dottxt_ai_outlines_task/1655/f2_f4_f5,dottxt_ai_outlines,1655,f2_f4_f5,2,2,comm,1.0,3,3,True,0.5226
dottxt_ai_outlines_task/1655/f2_f4_f5,dottxt_ai_outlines,1655,f2_f4_f5,2,3,comm,1.0,3,3,True,0.8016
dottxt_ai_outlines_task/1655/f2_f4_f5,dottxt_ai_outlines,1655,f2_f4_f5,2,4,comm,1.0,3,3,True,0.6428
dottxt_ai_outlines_task/1655/f2_f4_f5,dottxt_ai_outlines,1655,f2_f4_f5,3,1,comm,0.6667,2,3,False,1.2689
dottxt_ai_outlines_task/1655/f2_f4_f5,dottxt_ai_outlines,1655,f2_f4_f5,3,2,comm,1.0,3,3,True,0.9177
dottxt_ai_outlines_task/1655/f2_f4_f5,dottxt_ai_outlines,1655,f2_f4_f5,3,3,comm,1.0,3,3,True,1.1342
dottxt_ai_outlines_task/1655/f2_f4_f5,dottxt_ai_outlines,1655,f2_f4_f5,3,4,comm,1.0,3,3,True,1.1728
dspy_task/8394/f1_f2_f4,dspy,8394,f1_f2_f4,1,1,nocomm,1.0,3,3,True,1.9451
dspy_task/8394/f1_f2_f4,dspy,8394,f1_f2_f4,1,2,nocomm,1.0,3,3,True,1.8201
dspy_task/8394/f1_f2_f4,dspy,8394,f1_f2_f4,2,1,comm,1.0,3,3,True,3.5356
dspy_task/8394/f1_f2_f4,dspy,8394,f1_f2_f4,2,2,comm,0.0,0,3,False,1.0593
dspy_task/8394/f1_f2_f4,dspy,8394,f1_f2_f4,3,1,comm,1.0,3,3,True,5.776
dspy_task/8394/f1_f2_f4,dspy,8394,f1_f2_f4,3,2,comm,0.6667,2,3,False,7.4077
dspy_task/8394/f1_f2_f4_f5,dspy,8394,f1_f2_f4_f5,1,1,nocomm,1.0,4,4,True,2.8501
dspy_task/8394/f1_f2_f4_f5,dspy,8394,f1_f2_f4_f5,1,2,nocomm,0.75,3,4,False,2.4684
dspy_task/8394/f1_f2_f4_f5,dspy,8394,f1_f2_f4_f5,1,3,nocomm,1.0,4,4,True,2.3145
dspy_task/8394/f1_f2_f4_f5,dspy,8394,f1_f2_f4_f5,2,1,comm,0.75,3,4,False,4.7245
dspy_task/8394/f1_f2_f4_f5,dspy,8394,f1_f2_f4_f5,2,2,comm,1.0,4,4,True,4.6578
dspy_task/8394/f1_f2_f4_f5,dspy,8394,f1_f2_f4_f5,2,3,comm,1.0,4,4,True,5.0947
dspy_task/8394/f1_f2_f4_f5,dspy,8394,f1_f2_f4_f5,3,1,comm,0.75,3,4,False,7.8911
dspy_task/8394/f1_f2_f4_f5,dspy,8394,f1_f2_f4_f5,3,2,comm,0.75,3,4,False,7.6676
dspy_task/8394/f1_f2_f4_f5,dspy,8394,f1_f2_f4_f5,3,3,comm,0.75,3,4,False,7.3127
dspy_task/8394/f1_f2_f4_f5,dspy,8394,f1_f2_f4_f5,4,1,comm,0.75,3,4,False,9.3631
dspy_task/8394/f1_f2_f4_f5,dspy,8394,f1_f2_f4_f5,4,2,comm,0.75,3,4,False,9.0539
dspy_task/8394/f1_f2_f4_f5,dspy,8394,f1_f2_f4_f5,4,3,comm,0.75,3,4,False,9.5018
dspy_task/8394/f2_f3_f4_f5,dspy,8394,f2_f3_f4_f5,1,1,nocomm,1.0,4,4,True,2.2703
dspy_task/8394/f2_f3_f4_f5,dspy,8394,f2_f3_f4_f5,1,2,nocomm,1.0,4,4,True,2.3737
dspy_task/8394/f2_f3_f4_f5,dspy,8394,f2_f3_f4_f5,2,1,comm,0.75,3,4,False,6.0002
dspy_task/8394/f2_f3_f4_f5,dspy,8394,f2_f3_f4_f5,2,2,comm,1.0,4,4,True,6.4181
dspy_task/8394/f2_f3_f4_f5,dspy,8394,f2_f3_f4_f5,3,1,comm,1.0,4,4,True,7.9209
dspy_task/8394/f2_f3_f4_f5,dspy,8394,f2_f3_f4_f5,3,2,comm,1.0,4,4,True,6.7512
dspy_task/8394/f2_f3_f4_f5,dspy,8394,f2_f3_f4_f5,4,1,comm,0.75,3,4,False,12.7253
dspy_task/8394/f2_f3_f4_f5,dspy,8394,f2_f3_f4_f5,4,2,comm,0.75,3,4,False,10.5186
dspy_task/8635/f1_f3_f4,dspy,8635,f1_f3_f4,1,1,nocomm,0.6667,2,3,False,0.9722
dspy_task/8635/f1_f3_f4,dspy,8635,f1_f3_f4,1,2,nocomm,0.6667,2,3,False,1.0902
dspy_task/8635/f1_f3_f4,dspy,8635,f1_f3_f4,1,3,nocomm,1.0,3,3,True,0.9956
dspy_task/8635/f1_f3_f4,dspy,8635,f1_f3_f4,1,4,nocomm,0.6667,2,3,False,1.1079
dspy_task/8635/f1_f3_f4,dspy,8635,f1_f3_f4,2,1,comm,0.6667,2,3,False,2.0559
dspy_task/8635/f1_f3_f4,dspy,8635,f1_f3_f4,2,2,comm,1.0,3,3,True,2.2149
dspy_task/8635/f1_f3_f4,dspy,8635,f1_f3_f4,2,3,comm,0.6667,2,3,False,2.4272
dspy_task/8635/f1_f3_f4,dspy,8635,f1_f3_f4,2,4,comm,0.3333,1,3,False,2.5258
dspy_task/8635/f1_f3_f4,dspy,8635,f1_f3_f4,3,1,comm,0.6667,2,3,False,3.297
dspy_task/8635/f1_f3_f4,dspy,8635,f1_f3_f4,3,2,comm,0.3333,1,3,False,3.3709
dspy_task/8635/f1_f3_f4,dspy,8635,f1_f3_f4,3,3,comm,0.3333,1,3,False,3.4721
dspy_task/8635/f1_f3_f4,dspy,8635,f1_f3_f4,3,4,comm,0.3333,1,3,False,3.6808
llama_index_task/17070/f1_f2_f3,llama_index,17070,f1_f2_f3,1,1,nocomm,1.0,3,3,True,0.3706
llama_index_task/17070/f1_f2_f3,llama_index,17070,f1_f2_f3,1,2,nocomm,1.0,3,3,True,0.3285
llama_index_task/17070/f1_f2_f3,llama_index,17070,f1_f2_f3,1,3,nocomm,1.0,3,3,True,0.3669
llama_index_task/17070/f1_f2_f3,llama_index,17070,f1_f2_f3,1,4,nocomm,1.0,3,3,True,0.3356
llama_index_task/17070/f1_f2_f3,llama_index,17070,f1_f2_f3,2,1,comm,1.0,3,3,True,1.1868
llama_index_task/17070/f1_f2_f3,llama_index,17070,f1_f2_f3,2,2,comm,1.0,3,3,True,0.9888
llama_index_task/17070/f1_f2_f3,llama_index,17070,f1_f2_f3,2,3,comm,1.0,3,3,True,1.2054
llama_index_task/17070/f1_f2_f3,llama_index,17070,f1_f2_f3,2,4,comm,1.0,3,3,True,0.9464
llama_index_task/17070/f1_f2_f3,llama_index,17070,f1_f2_f3,3,1,comm,1.0,3,3,True,3.0495
llama_index_task/17070/f1_f2_f3,llama_index,17070,f1_f2_f3,3,2,comm,1.0,3,3,True,2.2876
llama_index_task/17070/f1_f2_f3,llama_index,17070,f1_f2_f3,3,3,comm,1.0,3,3,True,2.1718
llama_index_task/17070/f1_f2_f3,llama_index,17070,f1_f2_f3,3,4,comm,1.0,3,3,True,2.4493
llama_index_task/17244/f1_f2_f3,llama_index,17244,f1_f2_f3,1,1,nocomm,1.0,3,3,True,0.253
llama_index_task/17244/f1_f2_f3,llama_index,17244,f1_f2_f3,1,2,nocomm,1.0,3,3,True,0.2387
llama_index_task/17244/f1_f2_f3,llama_index,17244,f1_f2_f3,1,3,nocomm,1.0,3,3,True,0.37
llama_index_task/17244/f1_f2_f3,llama_index,17244,f1_f2_f3,1,4,nocomm,1.0,3,3,True,0.1914
llama_index_task/17244/f1_f2_f3,llama_index,17244,f1_f2_f3,2,1,comm,1.0,3,3,True,0.8774
llama_index_task/17244/f1_f2_f3,llama_index,17244,f1_f2_f3,2,2,comm,1.0,3,3,True,1.0263
llama_index_task/17244/f1_f2_f3,llama_index,17244,f1_f2_f3,2,3,comm,1.0,3,3,True,1.1167
llama_index_task/17244/f1_f2_f3,llama_index,17244,f1_f2_f3,2,4,comm,1.0,3,3,True,1.1178
llama_index_task/17244/f1_f2_f3,llama_index,17244,f1_f2_f3,3,1,comm,1.0,3,3,True,2.8016
llama_index_task/17244/f1_f2_f3,llama_index,17244,f1_f2_f3,3,2,comm,1.0,3,3,True,2.6644
llama_index_task/17244/f1_f2_f3,llama_index,17244,f1_f2_f3,3,3,comm,0.0,0,3,False,2.3903
llama_index_task/17244/f1_f2_f3,llama_index,17244,f1_f2_f3,3,4,comm,1.0,3,3,True,1.8417
llama_index_task/17244/f1_f2_f3_f5,llama_index,17244,f1_f2_f3_f5,1,1,nocomm,1.0,4,4,True,0.2979
llama_index_task/17244/f1_f2_f3_f5,llama_index,17244,f1_f2_f3_f5,1,2,nocomm,1.0,4,4,True,0.2585
llama_index_task/17244/f1_f2_f3_f5,llama_index,17244,f1_f2_f3_f5,2,1,comm,1.0,4,4,True,1.4602
llama_index_task/17244/f1_f2_f3_f5,llama_index,17244,f1_f2_f3_f5,2,2,comm,1.0,4,4,True,1.1498
llama_index_task/17244/f1_f2_f3_f5,llama_index,17244,f1_f2_f3_f5,3,1,comm,1.0,4,4,True,2.973
llama_index_task/17244/f1_f2_f3_f5,llama_index,17244,f1_f2_f3_f5,3,2,comm,1.0,4,4,True,2.53
llama_index_task/17244/f1_f2_f3_f5,llama_index,17244,f1_f2_f3_f5,4,1,comm,1.0,4,4,True,3.7064
llama_index_task/17244/f1_f2_f3_f5,llama_index,17244,f1_f2_f3_f5,4,2,comm,1.0,4,4,True,4.1808
openai_tiktoken_task/0/f1_f2_f3,openai_tiktoken,0,f1_f2_f3,1,1,nocomm,1.0,3,3,True,0.3396
openai_tiktoken_task/0/f1_f2_f3,openai_tiktoken,0,f1_f2_f3,1,2,nocomm,1.0,3,3,True,0.2638
openai_tiktoken_task/0/f1_f2_f3,openai_tiktoken,0,f1_f2_f3,2,1,comm,1.0,3,3,True,1.5615
openai_tiktoken_task/0/f1_f2_f3,openai_tiktoken,0,f1_f2_f3,2,2,comm,1.0,3,3,True,1.4663
openai_tiktoken_task/0/f1_f2_f3,openai_tiktoken,0,f1_f2_f3,3,1,comm,1.0,3,3,True,2.746
openai_tiktoken_task/0/f1_f2_f3,openai_tiktoken,0,f1_f2_f3,3,2,comm,1.0,3,3,True,2.6556
openai_tiktoken_task/0/f1_f2_f3_f4,openai_tiktoken,0,f1_f2_f3_f4,1,1,nocomm,1.0,4,4,True,0.299
openai_tiktoken_task/0/f1_f2_f3_f4,openai_tiktoken,0,f1_f2_f3_f4,1,2,nocomm,1.0,4,4,True,0.3715
openai_tiktoken_task/0/f1_f2_f3_f4,openai_tiktoken,0,f1_f2_f3_f4,1,3,nocomm,1.0,4,4,True,0.3062
openai_tiktoken_task/0/f1_f2_f3_f4,openai_tiktoken,0,f1_f2_f3_f4,2,1,comm,0.0,0,4,False,1.7955
openai_tiktoken_task/0/f1_f2_f3_f4,openai_tiktoken,0,f1_f2_f3_f4,2,2,comm,1.0,4,4,True,2.3728
openai_tiktoken_task/0/f1_f2_f3_f4,openai_tiktoken,0,f1_f2_f3_f4,2,3,comm,1.0,4,4,True,1.638
openai_tiktoken_task/0/f1_f2_f3_f4,openai_tiktoken,0,f1_f2_f3_f4,3,1,comm,1.0,4,4,True,4.1412
openai_tiktoken_task/0/f1_f2_f3_f4,openai_tiktoken,0,f1_f2_f3_f4,3,2,comm,1.0,4,4,True,3.8392
openai_tiktoken_task/0/f1_f2_f3_f4,openai_tiktoken,0,f1_f2_f3_f4,3,3,comm,1.0,4,4,True,4.3995
openai_tiktoken_task/0/f1_f2_f3_f4,openai_tiktoken,0,f1_f2_f3_f4,4,1,comm,1.0,4,4,True,5.9823
openai_tiktoken_task/0/f1_f2_f3_f4,openai_tiktoken,0,f1_f2_f3_f4,4,2,comm,1.0,4,4,True,5.3917
openai_tiktoken_task/0/f1_f2_f3_f4,openai_tiktoken,0,f1_f2_f3_f4,4,3,comm,1.0,4,4,True,4.9097
pallets_jinja_task/1465/f1_f2_f3_f4,pallets_jinja,1465,f1_f2_f3_f4,1,1,nocomm,1.0,4,4,True,0.4346
pallets_jinja_task/1465/f1_f2_f3_f4,pallets_jinja,1465,f1_f2_f3_f4,1,2,nocomm,1.0,4,4,True,0.4722
pallets_jinja_task/1465/f1_f2_f3_f4,pallets_jinja,1465,f1_f2_f3_f4,1,3,nocomm,1.0,4,4,True,0.4717
pallets_jinja_task/1465/f1_f2_f3_f4,pallets_jinja,1465,f1_f2_f3_f4,2,1,comm,1.0,4,4,True,1.482
pallets_jinja_task/1465/f1_f2_f3_f4,pallets_jinja,1465,f1_f2_f3_f4,2,2,comm,0.75,3,4,False,1.7096
pallets_jinja_task/1465/f1_f2_f3_f4,pallets_jinja,1465,f1_f2_f3_f4,2,3,comm,1.0,4,4,True,2.0624
pallets_jinja_task/1465/f1_f2_f3_f4,pallets_jinja,1465,f1_f2_f3_f4,3,1,comm,1.0,4,4,True,4.0645
pallets_jinja_task/1465/f1_f2_f3_f4,pallets_jinja,1465,f1_f2_f3_f4,3,2,comm,1.0,4,4,True,3.8655
pallets_jinja_task/1465/f1_f2_f3_f4,pallets_jinja,1465,f1_f2_f3_f4,3,3,comm,1.0,4,4,True,4.0564
pallets_jinja_task/1465/f1_f2_f3_f4,pallets_jinja,1465,f1_f2_f3_f4,4,1,comm,1.0,4,4,True,6.2609
pallets_jinja_task/1465/f1_f2_f3_f4,pallets_jinja,1465,f1_f2_f3_f4,4,2,comm,1.0,4,4,True,5.1934
pallets_jinja_task/1465/f1_f2_f3_f4,pallets_jinja,1465,f1_f2_f3_f4,4,3,comm,1.0,4,4,True,8.7218
pallets_jinja_task/1621/f1_f5_f6_f9,pallets_jinja,1621,f1_f5_f6_f9,1,1,nocomm,1.0,4,4,True,0.8461
pallets_jinja_task/1621/f1_f5_f6_f9,pallets_jinja,1621,f1_f5_f6_f9,1,2,nocomm,1.0,4,4,True,1.0739
pallets_jinja_task/1621/f1_f5_f6_f9,pallets_jinja,1621,f1_f5_f6_f9,1,3,nocomm,1.0,4,4,True,0.8747
pallets_jinja_task/1621/f1_f5_f6_f9,pallets_jinja,1621,f1_f5_f6_f9,2,1,comm,1.0,4,4,True,2.2157
pallets_jinja_task/1621/f1_f5_f6_f9,pallets_jinja,1621,f1_f5_f6_f9,2,2,comm,1.0,4,4,True,2.8522
pallets_jinja_task/1621/f1_f5_f6_f9,pallets_jinja,1621,f1_f5_f6_f9,2,3,comm,1.0,4,4,True,2.3821
pallets_jinja_task/1621/f1_f5_f6_f9,pallets_jinja,1621,f1_f5_f6_f9,3,1,comm,1.0,4,4,True,3.609
pallets_jinja_task/1621/f1_f5_f6_f9,pallets_jinja,1621,f1_f5_f6_f9,3,2,comm,1.0,4,4,True,4.7683
pallets_jinja_task/1621/f1_f5_f6_f9,pallets_jinja,1621,f1_f5_f6_f9,3,3,comm,1.0,4,4,True,3.9785
pallets_jinja_task/1621/f1_f5_f6_f9,pallets_jinja,1621,f1_f5_f6_f9,4,1,comm,1.0,4,4,True,7.675
pallets_jinja_task/1621/f1_f5_f6_f9,pallets_jinja,1621,f1_f5_f6_f9,4,2,comm,1.0,4,4,True,6.2802
pallets_jinja_task/1621/f1_f5_f6_f9,pallets_jinja,1621,f1_f5_f6_f9,4,3,comm,1.0,4,4,True,5.8881
pillow_task/25/f2_f3_f4,pillow,25,f2_f3_f4,1,1,nocomm,1.0,3,3,True,0.4028
pillow_task/25/f2_f3_f4,pillow,25,f2_f3_f4,1,2,nocomm,1.0,3,3,True,0.3731
pillow_task/25/f2_f3_f4,pillow,25,f2_f3_f4,1,3,nocomm,1.0,3,3,True,0.361
pillow_task/25/f2_f3_f4,pillow,25,f2_f3_f4,1,4,nocomm,1.0,3,3,True,0.3954
pillow_task/25/f2_f3_f4,pillow,25,f2_f3_f4,2,1,comm,1.0,3,3,True,1.7649
pillow_task/25/f2_f3_f4,pillow,25,f2_f3_f4,2,2,comm,1.0,3,3,True,1.5139
pillow_task/25/f2_f3_f4,pillow,25,f2_f3_f4,2,3,comm,1.0,3,3,True,2.1939
pillow_task/25/f2_f3_f4,pillow,25,f2_f3_f4,2,4,comm,1.0,3,3,True,1.9415
pillow_task/25/f2_f3_f4,pillow,25,f2_f3_f4,3,1,comm,1.0,3,3,True,3.301
pillow_task/25/f2_f3_f4,pillow,25,f2_f3_f4,3,2,comm,1.0,3,3,True,3.0319
pillow_task/25/f2_f3_f4,pillow,25,f2_f3_f4,3,3,comm,1.0,3,3,True,2.4032
pillow_task/25/f2_f3_f4,pillow,25,f2_f3_f4,3,4,comm,1.0,3,3,True,3.1448
