pool_id,repo,task,features,N,trial,condition,score,n_passed,K,all_passed,cost,wall_seconds
dottxt_ai_outlines_task/1655/f2_f4_f5,dottxt_ai_outlines,1655,f2_f4_f5,1,2,nocomm,1.0,3,3,True,0.1187,70.2
dottxt_ai_outlines_task/1655/f2_f4_f5,dottxt_ai_outlines,1655,f2_f4_f5,1,3,nocomm,0.6667,2,3,False,0.1948,69.4
dottxt_ai_outlines_task/1655/f2_f4_f5,dottxt_ai_outlines,1655,f2_f4_f5,1,4,nocomm,1.0,3,3,True,0.0958,52.7
dottxt_ai_outlines_task/1655/f2_f4_f5,dottxt_ai_outlines,1655,f2_f4_f5,2,1,comm,1.0,3,3,True,0.7883,146.1
dottxt_ai_outlines_task/1655/f2_f4_f5,dottxt_ai_outlines,1655,f2_f4_f5,2,2,comm,1.0,3,3,True,0.5226,117.6
dottxt_ai_outlines_task/1655/f2_f4_f5,dottxt_ai_outlines,1655,f2_f4_f5,2,3,comm,1.0,3,3,True,0.8016,159.6
dottxt_ai_outlines_task/1655/f2_f4_f5,dottxt_ai_outlines,1655,f2_f4_f5,2,4,comm,1.0,3,3,True,0.6428,136.5
dottxt_ai_outlines_task/1655/f2_f4_f5,dottxt_ai_outlines,1655,f2_f4_f5,3,1,comm,0.6667,2,3,False,1.2689,172.1
dottxt_ai_outlines_task/1655/f2_f4_f5,dottxt_ai_outlines,1655,f2_f4_f5,3,2,comm,1.0,3,3,True,0.9177,173.0
dottxt_ai_outlines_task/1655/f2_f4_f5,dottxt_ai_outlines,1655,f2_f4_f5,3,3,comm,1.0,3,3,True,1.1342,216.5
dottxt_ai_outlines_task/1655/f2_f4_f5,dottxt_ai_outlines,1655,f2_f4_f5,3,4,comm,1.0,3,3,True,1.1728,161.8
dspy_task/8394/f1_f2_f4,dspy,8394,f1_f2_f4,1,1,nocomm,1.0,3,3,True,1.9451,580.1
dspy_task/8394/f1_f2_f4,dspy,8394,f1_f2_f4,1,2,nocomm,1.0,3,3,True,1.8201,578.1
dspy_task/8394/f1_f2_f4,dspy,8394,f1_f2_f4,2,1,comm,1.0,3,3,True,3.5356,602.0
dspy_task/8394/f1_f2_f4,dspy,8394,f1_f2_f4,2,2,comm,0.0,0,3,False,1.0593,213.7
dspy_task/8394/f1_f2_f4,dspy,8394,f1_f2_f4,3,1,comm,1.0,3,3,True,5.776,778.8
dspy_task/8394/f1_f2_f4,dspy,8394,f1_f2_f4,3,2,comm,0.6667,2,3,False,7.4077,982.3
dspy_task/8394/f1_f2_f4_f5,dspy,8394,f1_f2_f4_f5,1,1,nocomm,1.0,4,4,True,2.8501,846.0
dspy_task/8394/f1_f2_f4_f5,dspy,8394,f1_f2_f4_f5,1,2,nocomm,0.75,3,4,False,2.4684,1016.0
dspy_task/8394/f1_f2_f4_f5,dspy,8394,f1_f2_f4_f5,1,3,nocomm,1.0,4,4,True,2.3145,546.6
dspy_task/8394/f1_f2_f4_f5,dspy,8394,f1_f2_f4_f5,2,1,comm,0.75,3,4,False,4.7245,898.5
dspy_task/8394/f1_f2_f4_f5,dspy,8394,f1_f2_f4_f5,2,2,comm,1.0,4,4,True,4.6578,698.6
dspy_task/8394/f1_f2_f4_f5,dspy,8394,f1_f2_f4_f5,2,3,comm,1.0,4,4,True,5.0947,621.2
dspy_task/8394/f1_f2_f4_f5,dspy,8394,f1_f2_f4_f5,3,1,comm,0.75,3,4,False,7.8911,870.1
dspy_task/8394/f1_f2_f4_f5,dspy,8394,f1_f2_f4_f5,3,2,comm,0.75,3,4,False,7.6676,700.3
dspy_task/8394/f1_f2_f4_f5,dspy,8394,f1_f2_f4_f5,3,3,comm,0.75,3,4,False,7.3127,812.8
dspy_task/8394/f1_f2_f4_f5,dspy,8394,f1_f2_f4_f5,4,1,comm,0.75,3,4,False,9.3631,709.4
dspy_task/8394/f1_f2_f4_f5,dspy,8394,f1_f2_f4_f5,4,2,comm,0.75,3,4,False,9.0539,705.5
dspy_task/8394/f1_f2_f4_f5,dspy,8394,f1_f2_f4_f5,4,3,comm,0.75,3,4,False,9.5018,853.1
dspy_task/8394/f2_f3_f4_f5,dspy,8394,f2_f3_f4_f5,1,1,nocomm,1.0,4,4,True,2.2703,770.7
dspy_task/8394/f2_f3_f4_f5,dspy,8394,f2_f3_f4_f5,1,2,nocomm,1.0,4,4,True,2.3737,715.4
dspy_task/8394/f2_f3_f4_f5,dspy,8394,f2_f3_f4_f5,2,1,comm,0.75,3,4,False,6.0002,934.3
dspy_task/8394/f2_f3_f4_f5,dspy,8394,f2_f3_f4_f5,2,2,comm,1.0,4,4,True,6.4181,1082.1
dspy_task/8394/f2_f3_f4_f5,dspy,8394,f2_f3_f4_f5,3,1,comm,1.0,4,4,True,7.9209,883.4
dspy_task/8394/f2_f3_f4_f5,dspy,8394,f2_f3_f4_f5,3,2,comm,1.0,4,4,True,6.7512,823.9
dspy_task/8394/f2_f3_f4_f5,dspy,8394,f2_f3_f4_f5,4,1,comm,0.75,3,4,False,12.7253,1001.1
dspy_task/8394/f2_f3_f4_f5,dspy,8394,f2_f3_f4_f5,4,2,comm,0.75,3,4,False,10.5186,872.7
dspy_task/8635/f1_f3_f4,dspy,8635,f1_f3_f4,1,1,nocomm,0.6667,2,3,False,0.9722,212.1
dspy_task/8635/f1_f3_f4,dspy,8635,f1_f3_f4,1,2,nocomm,0.6667,2,3,False,1.0902,252.8
dspy_task/8635/f1_f3_f4,dspy,8635,f1_f3_f4,1,3,nocomm,1.0,3,3,True,0.9956,246.5
dspy_task/8635/f1_f3_f4,dspy,8635,f1_f3_f4,1,4,nocomm,0.6667,2,3,False,1.1079,248.5
dspy_task/8635/f1_f3_f4,dspy,8635,f1_f3_f4,2,1,comm,0.6667,2,3,False,2.0559,324.7
dspy_task/8635/f1_f3_f4,dspy,8635,f1_f3_f4,2,2,comm,1.0,3,3,True,2.2149,340.5
dspy_task/8635/f1_f3_f4,dspy,8635,f1_f3_f4,2,3,comm,0.6667,2,3,False,2.4272,359.5
dspy_task/8635/f1_f3_f4,dspy,8635,f1_f3_f4,2,4,comm,0.3333,1,3,False,2.5258,345.1
dspy_task/8635/f1_f3_f4,dspy,8635,f1_f3_f4,3,1,comm,0.6667,2,3,False,3.297,258.5
dspy_task/8635/f1_f3_f4,dspy,8635,f1_f3_f4,3,2,comm,0.3333,1,3,False,3.3709,326.4
dspy_task/8635/f1_f3_f4,dspy,8635,f1_f3_f4,3,3,comm,0.3333,1,3,False,3.4721,272.6
dspy_task/8635/f1_f3_f4,dspy,8635,f1_f3_f4,3,4,comm,0.3333,1,3,False,3.6808,290.1
llama_index_task/17070/f1_f2_f3,llama_index,17070,f1_f2_f3,1,1,nocomm,1.0,3,3,True,0.3706,109.2
llama_index_task/17070/f1_f2_f3,llama_index,17070,f1_f2_f3,1,2,nocomm,1.0,3,3,True,0.3285,106.2
llama_index_task/17070/f1_f2_f3,llama_index,17070,f1_f2_f3,1,3,nocomm,1.0,3,3,True,0.3669,108.7
llama_index_task/17070/f1_f2_f3,llama_index,17070,f1_f2_f3,1,4,nocomm,1.0,3,3,True,0.3356,111.2
llama_index_task/17070/f1_f2_f3,llama_index,17070,f1_f2_f3,2,1,comm,1.0,3,3,True,1.1868,211.5
llama_index_task/17070/f1_f2_f3,llama_index,17070,f1_f2_f3,2,2,comm,1.0,3,3,True,0.9888,176.1
llama_index_task/17070/f1_f2_f3,llama_index,17070,f1_f2_f3,2,3,comm,1.0,3,3,True,1.2054,213.6
llama_index_task/17070/f1_f2_f3,llama_index,17070,f1_f2_f3,2,4,comm,1.0,3,3,True,0.9464,219.1
llama_index_task/17070/f1_f2_f3,llama_index,17070,f1_f2_f3,3,1,comm,1.0,3,3,True,3.0495,261.3
llama_index_task/17070/f1_f2_f3,llama_index,17070,f1_f2_f3,3,2,comm,1.0,3,3,True,2.2876,217.4
llama_index_task/17070/f1_f2_f3,llama_index,17070,f1_f2_f3,3,3,comm,1.0,3,3,True,2.1718,197.7
llama_index_task/17070/f1_f2_f3,llama_index,17070,f1_f2_f3,3,4,comm,1.0,3,3,True,2.4493,588.3
llama_index_task/17244/f1_f2_f3,llama_index,17244,f1_f2_f3,1,1,nocomm,1.0,3,3,True,0.253,92.7
llama_index_task/17244/f1_f2_f3,llama_index,17244,f1_f2_f3,1,2,nocomm,1.0,3,3,True,0.2387,93.9
llama_index_task/17244/f1_f2_f3,llama_index,17244,f1_f2_f3,1,3,nocomm,1.0,3,3,True,0.37,157.4
llama_index_task/17244/f1_f2_f3,llama_index,17244,f1_f2_f3,1,4,nocomm,1.0,3,3,True,0.1914,232.4
llama_index_task/17244/f1_f2_f3,llama_index,17244,f1_f2_f3,2,1,comm,1.0,3,3,True,0.8774,165.3
llama_index_task/17244/f1_f2_f3,llama_index,17244,f1_f2_f3,2,2,comm,1.0,3,3,True,1.0263,247.4
llama_index_task/17244/f1_f2_f3,llama_index,17244,f1_f2_f3,2,3,comm,1.0,3,3,True,1.1167,478.1
llama_index_task/17244/f1_f2_f3,llama_index,17244,f1_f2_f3,2,4,comm,1.0,3,3,True,1.1178,492.7
llama_index_task/17244/f1_f2_f3,llama_index,17244,f1_f2_f3,3,1,comm,1.0,3,3,True,2.8016,258.8
llama_index_task/17244/f1_f2_f3,llama_index,17244,f1_f2_f3,3,2,comm,1.0,3,3,True,2.6644,275.1
llama_index_task/17244/f1_f2_f3,llama_index,17244,f1_f2_f3,3,3,comm,0.0,0,3,False,2.3903,407.6
llama_index_task/17244/f1_f2_f3,llama_index,17244,f1_f2_f3,3,4,comm,1.0,3,3,True,1.8417,381.1
llama_index_task/17244/f1_f2_f3_f5,llama_index,17244,f1_f2_f3_f5,1,1,nocomm,1.0,4,4,True,0.2979,108.9
llama_index_task/17244/f1_f2_f3_f5,llama_index,17244,f1_f2_f3_f5,1,2,nocomm,1.0,4,4,True,0.2585,94.2
llama_index_task/17244/f1_f2_f3_f5,llama_index,17244,f1_f2_f3_f5,2,1,comm,1.0,4,4,True,1.4602,216.3
llama_index_task/17244/f1_f2_f3_f5,llama_index,17244,f1_f2_f3_f5,2,2,comm,1.0,4,4,True,1.1498,216.9
llama_index_task/17244/f1_f2_f3_f5,llama_index,17244,f1_f2_f3_f5,3,1,comm,1.0,4,4,True,2.973,275.7
llama_index_task/17244/f1_f2_f3_f5,llama_index,17244,f1_f2_f3_f5,3,2,comm,1.0,4,4,True,2.53,295.2
llama_index_task/17244/f1_f2_f3_f5,llama_index,17244,f1_f2_f3_f5,4,1,comm,1.0,4,4,True,3.7064,264.9
llama_index_task/17244/f1_f2_f3_f5,llama_index,17244,f1_f2_f3_f5,4,2,comm,1.0,4,4,True,4.1808,358.2
openai_tiktoken_task/0/f1_f2_f3,openai_tiktoken,0,f1_f2_f3,1,1,nocomm,1.0,3,3,True,0.3396,103.8
openai_tiktoken_task/0/f1_f2_f3,openai_tiktoken,0,f1_f2_f3,1,2,nocomm,1.0,3,3,True,0.2638,94.5
openai_tiktoken_task/0/f1_f2_f3,openai_tiktoken,0,f1_f2_f3,2,1,comm,1.0,3,3,True,1.5615,205.7
openai_tiktoken_task/0/f1_f2_f3,openai_tiktoken,0,f1_f2_f3,2,2,comm,1.0,3,3,True,1.4663,201.5
openai_tiktoken_task/0/f1_f2_f3,openai_tiktoken,0,f1_f2_f3,3,1,comm,1.0,3,3,True,2.746,216.8
openai_tiktoken_task/0/f1_f2_f3,openai_tiktoken,0,f1_f2_f3,3,2,comm,1.0,3,3,True,2.6556,291.3
openai_tiktoken_task/0/f1_f2_f3_f4,openai_tiktoken,0,f1_f2_f3_f4,1,1,nocomm,1.0,4,4,True,0.299,83.2
openai_tiktoken_task/0/f1_f2_f3_f4,openai_tiktoken,0,f1_f2_f3_f4,1,2,nocomm,1.0,4,4,True,0.3715,110.5
openai_tiktoken_task/0/f1_f2_f3_f4,openai_tiktoken,0,f1_f2_f3_f4,1,3,nocomm,1.0,4,4,True,0.3062,115.9
openai_tiktoken_task/0/f1_f2_f3_f4,openai_tiktoken,0,f1_f2_f3_f4,2,1,comm,0.0,0,4,False,1.7955,261.1
openai_tiktoken_task/0/f1_f2_f3_f4,openai_tiktoken,0,f1_f2_f3_f4,2,2,comm,1.0,4,4,True,2.3728,398.5
openai_tiktoken_task/0/f1_f2_f3_f4,openai_tiktoken,0,f1_f2_f3_f4,2,3,comm,1.0,4,4,True,1.638,220.4
openai_tiktoken_task/0/f1_f2_f3_f4,openai_tiktoken,0,f1_f2_f3_f4,3,1,comm,1.0,4,4,True,4.1412,341.5
openai_tiktoken_task/0/f1_f2_f3_f4,openai_tiktoken,0,f1_f2_f3_f4,3,2,comm,1.0,4,4,True,3.8392,301.2
openai_tiktoken_task/0/f1_f2_f3_f4,openai_tiktoken,0,f1_f2_f3_f4,3,3,comm,1.0,4,4,True,4.3995,354.1
openai_tiktoken_task/0/f1_f2_f3_f4,openai_tiktoken,0,f1_f2_f3_f4,4,1,comm,1.0,4,4,True,5.9823,347.5
openai_tiktoken_task/0/f1_f2_f3_f4,openai_tiktoken,0,f1_f2_f3_f4,4,2,comm,1.0,4,4,True,5.3917,329.2
openai_tiktoken_task/0/f1_f2_f3_f4,openai_tiktoken,0,f1_f2_f3_f4,4,3,comm,1.0,4,4,True,4.9097,325.1
pallets_jinja_task/1465/f1_f2_f3_f4,pallets_jinja,1465,f1_f2_f3_f4,1,1,nocomm,1.0,4,4,True,0.4346,105.7
pallets_jinja_task/1465/f1_f2_f3_f4,pallets_jinja,1465,f1_f2_f3_f4,1,2,nocomm,1.0,4,4,True,0.4722,114.9
pallets_jinja_task/1465/f1_f2_f3_f4,pallets_jinja,1465,f1_f2_f3_f4,1,3,nocomm,1.0,4,4,True,0.4717,112.2
pallets_jinja_task/1465/f1_f2_f3_f4,pallets_jinja,1465,f1_f2_f3_f4,2,1,comm,1.0,4,4,True,1.482,227.9
pallets_jinja_task/1465/f1_f2_f3_f4,pallets_jinja,1465,f1_f2_f3_f4,2,2,comm,0.75,3,4,False,1.7096,192.4
pallets_jinja_task/1465/f1_f2_f3_f4,pallets_jinja,1465,f1_f2_f3_f4,2,3,comm,1.0,4,4,True,2.0624,259.8
pallets_jinja_task/1465/f1_f2_f3_f4,pallets_jinja,1465,f1_f2_f3_f4,3,1,comm,1.0,4,4,True,4.0645,323.9
pallets_jinja_task/1465/f1_f2_f3_f4,pallets_jinja,1465,f1_f2_f3_f4,3,2,comm,1.0,4,4,True,3.8655,286.1
pallets_jinja_task/1465/f1_f2_f3_f4,pallets_jinja,1465,f1_f2_f3_f4,3,3,comm,1.0,4,4,True,4.0564,317.3
pallets_jinja_task/1465/f1_f2_f3_f4,pallets_jinja,1465,f1_f2_f3_f4,4,1,comm,1.0,4,4,True,6.2609,317.5
pallets_jinja_task/1465/f1_f2_f3_f4,pallets_jinja,1465,f1_f2_f3_f4,4,2,comm,1.0,4,4,True,5.1934,346.3
pallets_jinja_task/1465/f1_f2_f3_f4,pallets_jinja,1465,f1_f2_f3_f4,4,3,comm,1.0,4,4,True,8.7218,425.6
pallets_jinja_task/1621/f1_f5_f6_f9,pallets_jinja,1621,f1_f5_f6_f9,1,1,nocomm,1.0,4,4,True,0.8461,182.3
pallets_jinja_task/1621/f1_f5_f6_f9,pallets_jinja,1621,f1_f5_f6_f9,1,2,nocomm,1.0,4,4,True,1.0739,213.9
pallets_jinja_task/1621/f1_f5_f6_f9,pallets_jinja,1621,f1_f5_f6_f9,1,3,nocomm,1.0,4,4,True,0.8747,221.1
pallets_jinja_task/1621/f1_f5_f6_f9,pallets_jinja,1621,f1_f5_f6_f9,2,1,comm,1.0,4,4,True,2.2157,247.3
pallets_jinja_task/1621/f1_f5_f6_f9,pallets_jinja,1621,f1_f5_f6_f9,2,2,comm,1.0,4,4,True,2.8522,290.6
pallets_jinja_task/1621/f1_f5_f6_f9,pallets_jinja,1621,f1_f5_f6_f9,2,3,comm,1.0,4,4,True,2.3821,253.5
pallets_jinja_task/1621/f1_f5_f6_f9,pallets_jinja,1621,f1_f5_f6_f9,3,1,comm,1.0,4,4,True,3.609,272.0
pallets_jinja_task/1621/f1_f5_f6_f9,pallets_jinja,1621,f1_f5_f6_f9,3,2,comm,1.0,4,4,True,4.7683,367.9
pallets_jinja_task/1621/f1_f5_f6_f9,pallets_jinja,1621,f1_f5_f6_f9,3,3,comm,1.0,4,4,True,3.9785,409.2
pallets_jinja_task/1621/f1_f5_f6_f9,pallets_jinja,1621,f1_f5_f6_f9,4,1,comm,1.0,4,4,True,7.675,388.3
pallets_jinja_task/1621/f1_f5_f6_f9,pallets_jinja,1621,f1_f5_f6_f9,4,2,comm,1.0,4,4,True,6.2802,402.9
pallets_jinja_task/1621/f1_f5_f6_f9,pallets_jinja,1621,f1_f5_f6_f9,4,3,comm,1.0,4,4,True,5.8881,316.5
pillow_task/25/f2_f3_f4,pillow,25,f2_f3_f4,1,1,nocomm,1.0,3,3,True,0.4028,101.9
pillow_task/25/f2_f3_f4,pillow,25,f2_f3_f4,1,2,nocomm,1.0,3,3,True,0.3731,105.8
pillow_task/25/f2_f3_f4,pillow,25,f2_f3_f4,1,3,nocomm,1.0,3,3,True,0.361,163.0
pillow_task/25/f2_f3_f4,pillow,25,f2_f3_f4,1,4,nocomm,1.0,3,3,True,0.3954,300.6
pillow_task/25/f2_f3_f4,pillow,25,f2_f3_f4,2,1,comm,1.0,3,3,True,1.7649,301.0
pillow_task/25/f2_f3_f4,pillow,25,f2_f3_f4,2,2,comm,1.0,3,3,True,1.5139,227.6
pillow_task/25/f2_f3_f4,pillow,25,f2_f3_f4,2,3,comm,1.0,3,3,True,2.1939,254.0
pillow_task/25/f2_f3_f4,pillow,25,f2_f3_f4,2,4,comm,1.0,3,3,True,1.9415,321.5
pillow_task/25/f2_f3_f4,pillow,25,f2_f3_f4,3,1,comm,1.0,3,3,True,3.301,278.3
pillow_task/25/f2_f3_f4,pillow,25,f2_f3_f4,3,2,comm,1.0,3,3,True,3.0319,329.0
pillow_task/25/f2_f3_f4,pillow,25,f2_f3_f4,3,3,comm,1.0,3,3,True,2.4032,214.2
pillow_task/25/f2_f3_f4,pillow,25,f2_f3_f4,3,4,comm,1.0,3,3,True,3.1448,251.7
