pool_id,N,trial,condition,context_usd,task_usd,comm_usd,rework_usd,dollar_cost
dspy_task/task8394/f1_f2_f4,2,2,comm,0.783837,0.107291,0.028588,0.139594,1.059310
dspy_task/task8394/f1_f2_f4,3,1,comm,1.497142,1.373409,2.569732,0.335689,5.775972
dspy_task/task8394/f1_f2_f4,3,2,comm,2.317203,2.347868,1.558873,1.183770,7.407714
dspy_task/task8394/f1_f2_f4_f5,1,1,nocomm,1.279029,1.571064,0.000000,0.000000,2.850092
dspy_task/task8394/f1_f2_f4_f5,1,2,nocomm,1.450207,1.018185,0.000000,0.000000,2.468392
dspy_task/task8394/f1_f2_f4_f5,1,3,nocomm,1.293007,1.021515,0.000000,0.000000,2.314523
dspy_task/task8394/f1_f2_f4_f5,2,1,comm,1.853025,2.134302,0.563509,0.173661,4.724496
dspy_task/task8394/f1_f2_f4_f5,2,2,comm,2.023846,1.588301,0.462185,0.583487,4.657820
dspy_task/task8394/f1_f2_f4_f5,2,3,comm,1.694011,1.554861,1.191390,0.654423,5.094685
dspy_task/task8394/f1_f2_f4_f5,3,1,comm,0.993001,0.812671,5.747723,0.337683,7.891078
dspy_task/task8394/f1_f2_f4_f5,3,2,comm,2.476732,2.565459,1.833988,0.791420,7.667599
dspy_task/task8394/f1_f2_f4_f5,3,3,comm,2.182288,2.525964,1.707697,0.896722,7.312670
dspy_task/task8394/f1_f2_f4_f5,4,1,comm,2.463219,2.934991,3.083676,0.881228,9.363114
dspy_task/task8394/f1_f2_f4_f5,4,2,comm,2.941608,3.037162,2.169984,0.905151,9.053905
dspy_task/task8394/f1_f2_f4_f5,4,3,comm,2.319864,3.638844,3.142273,0.400780,9.501762
dspy_task/task8394/f2_f3_f4_f5,1,1,nocomm,1.178436,1.091861,0.000000,0.000000,2.270297
dspy_task/task8394/f2_f3_f4_f5,1,2,nocomm,1.448969,0.924714,0.000000,0.000000,2.373682
dspy_task/task8394/f2_f3_f4_f5,2,1,comm,0.788816,1.098606,3.632698,0.480111,6.000231
dspy_task/task8394/f2_f3_f4_f5,2,2,comm,0.749125,0.986467,4.199744,0.482774,6.418110
dspy_task/task8394/f2_f3_f4_f5,3,1,comm,2.399621,2.834597,1.736279,0.950354,7.920851
dspy_task/task8394/f2_f3_f4_f5,3,2,comm,2.041051,2.006856,1.440795,1.262539,6.751241
dspy_task/task8394/f2_f3_f4_f5,4,1,comm,2.944489,3.895418,4.416240,1.469142,12.725288
dspy_task/task8394/f2_f3_f4_f5,4,2,comm,2.584772,3.364672,3.372872,1.196306,10.518622
dspy_task/task8635/f1_f3_f4,1,1,nocomm,0.577062,0.395109,0.000000,0.000000,0.972171
dspy_task/task8635/f1_f3_f4,1,2,nocomm,0.572263,0.517976,0.000000,0.000000,1.090238
dspy_task/task8635/f1_f3_f4,1,3,nocomm,0.617727,0.377861,0.000000,0.000000,0.995588
dspy_task/task8635/f1_f3_f4,1,4,nocomm,0.631906,0.476019,0.000000,0.000000,1.107925
dspy_task/task8635/f1_f3_f4,2,1,comm,0.472711,0.189644,1.291000,0.102520,2.055875
dspy_task/task8635/f1_f3_f4,2,2,comm,0.566435,0.451974,1.049778,0.146745,2.214932
dspy_task/task8635/f1_f3_f4,2,3,comm,1.102314,0.950552,0.220153,0.154210,2.427229
dspy_task/task8635/f1_f3_f4,2,4,comm,0.354037,0.315777,1.707681,0.148324,2.525819
dspy_task/task8635/f1_f3_f4,3,1,comm,1.265943,0.995817,0.528481,0.506788,3.297029
dspy_task/task8635/f1_f3_f4,3,2,comm,0.984808,0.767269,1.426864,0.191941,3.370882
dspy_task/task8635/f1_f3_f4,3,3,comm,1.351935,1.270733,0.351565,0.497862,3.472094
dspy_task/task8635/f1_f3_f4,3,4,comm,1.042758,1.000502,1.353348,0.284216,3.680824
llama_index_task/task17070/f1_f2_f3,1,1,nocomm,0.265807,0.104804,0.000000,0.000000,0.370610
llama_index_task/task17070/f1_f2_f3,1,2,nocomm,0.286466,0.042079,0.000000,0.000000,0.328546
llama_index_task/task17070/f1_f2_f3,1,3,nocomm,0.282275,0.084673,0.000000,0.000000,0.366948
llama_index_task/task17070/f1_f2_f3,1,4,nocomm,0.252423,0.083134,0.000000,0.000000,0.335557
llama_index_task/task17070/f1_f2_f3,2,1,comm,0.883266,0.278480,0.025090,0.000000,1.186836
llama_index_task/task17070/f1_f2_f3,2,2,comm,0.694992,0.139199,0.154591,0.000000,0.988782
llama_index_task/task17070/f1_f2_f3,2,3,comm,0.850110,0.227240,0.089226,0.038844,1.205420
llama_index_task/task17070/f1_f2_f3,2,4,comm,0.704202,0.204326,0.037884,0.000000,0.946412
llama_index_task/task17070/f1_f2_f3,3,1,comm,1.606203,0.963728,0.475516,0.004101,3.049549
llama_index_task/task17070/f1_f2_f3,3,2,comm,1.420104,0.700509,0.162625,0.004351,2.287589
llama_index_task/task17070/f1_f2_f3,3,3,comm,1.366667,0.601570,0.194498,0.009072,2.171808
llama_index_task/task17070/f1_f2_f3,3,4,comm,1.296272,0.863158,0.247509,0.042364,2.449302
llama_index_task/task17244/f1_f2_f3,1,1,nocomm,0.208964,0.044059,0.000000,0.000000,0.253023
llama_index_task/task17244/f1_f2_f3,1,2,nocomm,0.183152,0.055530,0.000000,0.000000,0.238682
llama_index_task/task17244/f1_f2_f3,1,3,nocomm,0.262254,0.107766,0.000000,0.000000,0.370020
llama_index_task/task17244/f1_f2_f3,1,4,nocomm,0.156838,0.034517,0.000000,0.000000,0.191355
llama_index_task/task17244/f1_f2_f3,2,1,comm,0.553601,0.162433,0.063770,0.097628,0.877431
llama_index_task/task17244/f1_f2_f3,2,2,comm,0.524845,0.221019,0.253741,0.026730,1.026334
llama_index_task/task17244/f1_f2_f3,2,3,comm,0.473106,0.268279,0.309851,0.065451,1.116688
llama_index_task/task17244/f1_f2_f3,2,4,comm,0.644861,0.348028,0.065135,0.059802,1.117825
llama_index_task/task17244/f1_f2_f3,3,1,comm,1.096418,0.753423,0.707367,0.244429,2.801637
llama_index_task/task17244/f1_f2_f3,3,2,comm,1.139761,1.025669,0.316376,0.182574,2.664380
llama_index_task/task17244/f1_f2_f3,3,3,comm,0.938857,0.665748,0.724352,0.061306,2.390264
llama_index_task/task17244/f1_f2_f3,3,4,comm,1.096743,0.535441,0.173176,0.036367,1.841729
llama_index_task/task17244/f1_f2_f3_f5,1,1,nocomm,0.225002,0.072929,0.000000,0.000000,0.297931
llama_index_task/task17244/f1_f2_f3_f5,1,2,nocomm,0.197262,0.061249,0.000000,0.000000,0.258511
llama_index_task/task17244/f1_f2_f3_f5,2,1,comm,0.653036,0.284648,0.492501,0.030041,1.460226
llama_index_task/task17244/f1_f2_f3_f5,2,2,comm,0.525100,0.306101,0.315842,0.002772,1.149815
llama_index_task/task17244/f1_f2_f3_f5,3,1,comm,1.380975,0.949521,0.433640,0.208825,2.972961
llama_index_task/task17244/f1_f2_f3_f5,3,2,comm,1.150856,0.640630,0.592498,0.145996,2.529979
llama_index_task/task17244/f1_f2_f3_f5,4,1,comm,1.461339,1.039666,1.151773,0.053603,3.706381
llama_index_task/task17244/f1_f2_f3_f5,4,2,comm,1.929801,1.423829,0.632546,0.194661,4.180836
openai_tiktoken_task/task0/f1_f2_f3,1,1,nocomm,0.330416,0.009147,0.000000,0.000000,0.339563
openai_tiktoken_task/task0/f1_f2_f3,1,2,nocomm,0.222404,0.041389,0.000000,0.000000,0.263792
openai_tiktoken_task/task0/f1_f2_f3,2,1,comm,1.088018,0.162223,0.131616,0.179604,1.561460
openai_tiktoken_task/task0/f1_f2_f3,2,2,comm,0.905325,0.144625,0.211827,0.204541,1.466319
openai_tiktoken_task/task0/f1_f2_f3,3,1,comm,1.403580,0.554183,0.265649,0.522638,2.746050
openai_tiktoken_task/task0/f1_f2_f3,3,2,comm,1.479431,0.295466,0.525582,0.355164,2.655644
openai_tiktoken_task/task0/f1_f2_f3_f4,1,1,nocomm,0.291544,0.007445,0.000000,0.000000,0.298989
openai_tiktoken_task/task0/f1_f2_f3_f4,1,2,nocomm,0.357444,0.014070,0.000000,0.000000,0.371513
openai_tiktoken_task/task0/f1_f2_f3_f4,1,3,nocomm,0.275311,0.030843,0.000000,0.000000,0.306154
openai_tiktoken_task/task0/f1_f2_f3_f4,2,1,comm,1.748042,0.019636,0.027831,0.000000,1.795509
openai_tiktoken_task/task0/f1_f2_f3_f4,2,2,comm,1.416488,0.377402,0.489083,0.089807,2.372780
openai_tiktoken_task/task0/f1_f2_f3_f4,2,3,comm,0.889811,0.302894,0.216230,0.229018,1.637953
openai_tiktoken_task/task0/f1_f2_f3_f4,3,1,comm,2.115623,0.852102,0.774591,0.398856,4.141172
openai_tiktoken_task/task0/f1_f2_f3_f4,3,2,comm,1.553991,0.892227,0.871888,0.521124,3.839230
openai_tiktoken_task/task0/f1_f2_f3_f4,3,3,comm,1.679766,1.453489,0.603979,0.662306,4.399540
openai_tiktoken_task/task0/f1_f2_f3_f4,4,1,comm,2.167613,1.462324,1.099022,1.253303,5.982262
openai_tiktoken_task/task0/f1_f2_f3_f4,4,2,comm,2.122990,1.199127,1.071171,0.998460,5.391747
openai_tiktoken_task/task0/f1_f2_f3_f4,4,3,comm,1.990895,1.106231,0.811449,1.001093,4.909669
pallets_jinja_task/task1465/f1_f2_f3_f4,1,1,nocomm,0.302548,0.132036,0.000000,0.000000,0.434583
pallets_jinja_task/task1465/f1_f2_f3_f4,1,2,nocomm,0.305772,0.166387,0.000000,0.000000,0.472159
pallets_jinja_task/task1465/f1_f2_f3_f4,1,3,nocomm,0.331407,0.140261,0.000000,0.000000,0.471668
pallets_jinja_task/task1465/f1_f2_f3_f4,2,1,comm,0.874812,0.466460,0.098173,0.042524,1.481969
pallets_jinja_task/task1465/f1_f2_f3_f4,2,2,comm,0.886938,0.413139,0.273862,0.135707,1.709646
pallets_jinja_task/task1465/f1_f2_f3_f4,2,3,comm,0.877718,0.691992,0.200956,0.291748,2.062414
pallets_jinja_task/task1465/f1_f2_f3_f4,3,1,comm,1.472789,1.203339,0.881203,0.507137,4.064467
pallets_jinja_task/task1465/f1_f2_f3_f4,3,2,comm,1.377254,1.193626,0.714624,0.580041,3.865544
pallets_jinja_task/task1465/f1_f2_f3_f4,3,3,comm,1.390611,1.423944,0.653349,0.588488,4.056393
pallets_jinja_task/task1465/f1_f2_f3_f4,4,1,comm,2.009126,2.630336,0.932844,0.688625,6.260930
pallets_jinja_task/task1465/f1_f2_f3_f4,4,2,comm,1.729402,2.148022,0.725727,0.590210,5.193362
pallets_jinja_task/task1465/f1_f2_f3_f4,4,3,comm,2.043261,3.140691,2.325111,1.212703,8.721766
pallets_jinja_task/task1621/f1_f5_f6_f9,1,1,nocomm,0.643603,0.202502,0.000000,0.000000,0.846105
pallets_jinja_task/task1621/f1_f5_f6_f9,1,2,nocomm,0.758866,0.315056,0.000000,0.000000,1.073922
pallets_jinja_task/task1621/f1_f5_f6_f9,1,3,nocomm,0.737908,0.136839,0.000000,0.000000,0.874747
pallets_jinja_task/task1621/f1_f5_f6_f9,2,1,comm,1.156874,0.447727,0.294937,0.316140,2.215679
pallets_jinja_task/task1621/f1_f5_f6_f9,2,2,comm,1.461100,0.718208,0.490719,0.182185,2.852211
pallets_jinja_task/task1621/f1_f5_f6_f9,2,3,comm,1.189319,0.762054,0.207855,0.222873,2.382102
pallets_jinja_task/task1621/f1_f5_f6_f9,3,1,comm,1.820446,1.161571,0.595816,0.031129,3.608963
pallets_jinja_task/task1621/f1_f5_f6_f9,3,2,comm,1.963376,1.358125,1.054369,0.392455,4.768325
pallets_jinja_task/task1621/f1_f5_f6_f9,3,3,comm,1.652310,0.942834,1.041705,0.341665,3.978514
pallets_jinja_task/task1621/f1_f5_f6_f9,4,1,comm,2.629733,2.646735,1.858427,0.540070,7.674966
pallets_jinja_task/task1621/f1_f5_f6_f9,4,2,comm,2.423880,2.351725,1.352500,0.152133,6.280239
pallets_jinja_task/task1621/f1_f5_f6_f9,4,3,comm,2.506076,1.933383,1.027286,0.421318,5.888063
pillow_task/task25/f2_f3_f4,1,1,nocomm,0.331925,0.070855,0.000000,0.000000,0.402780
pillow_task/task25/f2_f3_f4,1,2,nocomm,0.306317,0.066790,0.000000,0.000000,0.373106
pillow_task/task25/f2_f3_f4,1,3,nocomm,0.315729,0.045253,0.000000,0.000000,0.360982
pillow_task/task25/f2_f3_f4,1,4,nocomm,0.320632,0.074800,0.000000,0.000000,0.395432
pillow_task/task25/f2_f3_f4,2,1,comm,0.931764,0.461989,0.279479,0.091692,1.764924
pillow_task/task25/f2_f3_f4,2,2,comm,0.729723,0.475604,0.175493,0.133125,1.513945
pillow_task/task25/f2_f3_f4,2,3,comm,0.960300,0.955183,0.108312,0.170101,2.193896
pillow_task/task25/f2_f3_f4,2,4,comm,0.785072,0.777917,0.173459,0.205028,1.941476
pillow_task/task25/f2_f3_f4,3,1,comm,1.316008,1.325987,0.406556,0.252473,3.301024
pillow_task/task25/f2_f3_f4,3,2,comm,1.228536,1.354759,0.356701,0.091901,3.031897
pillow_task/task25/f2_f3_f4,3,3,comm,1.152231,0.872485,0.275876,0.102611,2.403204
pillow_task/task25/f2_f3_f4,3,4,comm,1.122152,1.228880,0.475117,0.318641,3.144790
