run_name,arm,repeat,arm_family,model,agent_framework,setting,messaging_mode,message_schema,repo,task_id,pair,feature_a,feature_b,in_validated_set,apply_a,apply_b,merge_status,merge_strategy,merge_clean,both_passed,outcome,a_merged_passed,a_merged_tests_passed,a_merged_tests_failed,b_merged_passed,b_merged_tests_passed,b_merged_tests_failed,a_indep_passed,a_indep_tests_passed,a_indep_tests_failed,a_indep_reason,b_indep_passed,b_indep_tests_passed,b_indep_tests_failed,b_indep_reason,duration_s,total_cost,total_steps,a_status,a_steps,a_cost,a_input_tokens,a_output_tokens,a_cache_read_tokens,a_cache_write_tokens,a_patch_lines,b_status,b_steps,b_cost,b_input_tokens,b_output_tokens,b_cache_read_tokens,b_cache_write_tokens,b_patch_lines,messages_sent,a_msgs_sent,a_msg_chars,b_msgs_sent,b_msg_chars,msgs_ACCEPT,msgs_AGREE,msgs_ANSWER,msgs_CLAIM,msgs_DEFER,msgs_DONE,msgs_DRAFT,msgs_INTENT,msgs_PROPOSE,msgs_QUESTION,msgs_REVISE,msgs_SPEC,msgs_STATUS,msgs_SURVEY,error,evaluated_at,pair_dir,n_files,files
nano_pool2_solo_1,nano_pool2_solo,1,solo,claude-sonnet-5,claude_code,solo,,,huggingface_datasets_task,3997,f1_f4,1,4,True,,,,,,False,missing_patch,True,,,False,,,,,,,,,,,93.274001,0.29415569999999996,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T20:30:19.154523,nano_pool2_solo_1/solo/huggingface_datasets_task/3997/f1_f4,6,eval.json;result.json;solo.patch;solo_session.jsonl;solo_stream.jsonl;solo_traj.json
nano_pool2_solo_1,nano_pool2_solo,1,solo,claude-sonnet-5,claude_code,solo,,,huggingface_datasets_task,3997,f1_f5,1,5,True,,,,,,False,missing_patch,False,,,True,,,,,,,,,,,120.398836,0.4297967999999999,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T20:29:17.829694,nano_pool2_solo_1/solo/huggingface_datasets_task/3997/f1_f5,6,eval.json;result.json;solo.patch;solo_session.jsonl;solo_stream.jsonl;solo_traj.json
nano_pool2_solo_1,nano_pool2_solo,1,solo,claude-sonnet-5,claude_code,solo,,,huggingface_datasets_task,6252,f2_f4,2,4,True,,,,,,False,missing_patch,False,,,False,,,,,,,,,,,64.071772,0.22210380000000002,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T20:31:06.338007,nano_pool2_solo_1/solo/huggingface_datasets_task/6252/f2_f4,6,eval.json;result.json;solo.patch;solo_session.jsonl;solo_stream.jsonl;solo_traj.json
nano_pool2_solo_1,nano_pool2_solo,1,solo,claude-sonnet-5,claude_code,solo,,,llama_index_task,17070,f1_f3,1,3,True,,,,,,True,missing_patch,True,,,True,,,,,,,,,,,124.878071,0.3904488,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T20:31:33.820515,nano_pool2_solo_1/solo/llama_index_task/17070/f1_f3,6,eval.json;result.json;solo.patch;solo_session.jsonl;solo_stream.jsonl;solo_traj.json
nano_pool2_solo_1,nano_pool2_solo,1,solo,claude-sonnet-5,claude_code,solo,,,llama_index_task,17070,f2_f3,2,3,True,,,,,,False,missing_patch,True,,,False,,,,,,,,,,,92.295411,0.3065373,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T20:31:33.924726,nano_pool2_solo_1/solo/llama_index_task/17070/f2_f3,6,eval.json;result.json;solo.patch;solo_session.jsonl;solo_stream.jsonl;solo_traj.json
nano_pool2_solo_1,nano_pool2_solo,1,solo,claude-sonnet-5,claude_code,solo,,,llama_index_task,18813,f1_f3,1,3,False,,,,,,True,missing_patch,True,,,True,,,,,,,,,,,101.747563,0.30103680000000005,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T20:31:58.553371,nano_pool2_solo_1/solo/llama_index_task/18813/f1_f3,6,eval.json;result.json;solo.patch;solo_session.jsonl;solo_stream.jsonl;solo_traj.json
nano_pool2_solo_1,nano_pool2_solo,1,solo,claude-sonnet-5,claude_code,solo,,,llama_index_task,18813,f2_f4,2,4,True,,,,,,False,missing_patch,False,,,True,,,,,,,,,,,99.955202,0.32108610000000004,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T20:31:58.590443,nano_pool2_solo_1/solo/llama_index_task/18813/f2_f4,6,eval.json;result.json;solo.patch;solo_session.jsonl;solo_stream.jsonl;solo_traj.json
nano_pool2_solo_1,nano_pool2_solo,1,solo,claude-sonnet-5,claude_code,solo,,,llama_index_task,18813,f2_f5,2,5,True,,,,,,False,missing_patch,False,,,False,,,,,,,,,,,86.854026,0.26207220000000003,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T20:33:13.881908,nano_pool2_solo_1/solo/llama_index_task/18813/f2_f5,6,eval.json;result.json;solo.patch;solo_session.jsonl;solo_stream.jsonl;solo_traj.json
nano_pool2_solo_1,nano_pool2_solo,1,solo,claude-sonnet-5,claude_code,solo,,,pillow_task,25,f2_f5,2,5,True,,,,,,False,missing_patch,True,,,False,,,,,,,,,,,158.83498,0.4139799,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T20:35:43.272334,nano_pool2_solo_1/solo/pillow_task/25/f2_f5,6,eval.json;result.json;solo.patch;solo_session.jsonl;solo_stream.jsonl;solo_traj.json
nano_pool2_solo_1,nano_pool2_solo,1,solo,claude-sonnet-5,claude_code,solo,,,pillow_task,25,f3_f4,3,4,True,,,,,,True,missing_patch,True,,,True,,,,,,,,,,,119.909897,0.3938475,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T20:35:38.109871,nano_pool2_solo_1/solo/pillow_task/25/f3_f4,6,eval.json;result.json;solo.patch;solo_session.jsonl;solo_stream.jsonl;solo_traj.json
nano_pool2_solo_1,nano_pool2_solo,1,solo,claude-sonnet-5,claude_code,solo,,,pillow_task,25,f4_f5,4,5,True,,,,,,False,missing_patch,True,,,False,,,,,,,,,,,147.595767,0.48618749999999994,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T20:35:37.623363,nano_pool2_solo_1/solo/pillow_task/25/f4_f5,6,eval.json;result.json;solo.patch;solo_session.jsonl;solo_stream.jsonl;solo_traj.json
nano_pool2_solo_1,nano_pool2_solo,1,solo,claude-sonnet-5,claude_code,solo,,,pillow_task,290,f1_f3,1,3,True,,,,,,False,missing_patch,True,,,False,,,,,,,,,,,346.420135,1.1378618999999996,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T20:39:09.310791,nano_pool2_solo_1/solo/pillow_task/290/f1_f3,6,eval.json;result.json;solo.patch;solo_session.jsonl;solo_stream.jsonl;solo_traj.json
nano_pool2_solo_1,nano_pool2_solo,1,solo,claude-sonnet-5,claude_code,solo,,,pillow_task,290,f1_f5,1,5,True,,,,,,False,missing_patch,True,,,False,,,,,,,,,,,163.848558,0.39649829999999997,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T20:37:20.461936,nano_pool2_solo_1/solo/pillow_task/290/f1_f5,6,eval.json;result.json;solo.patch;solo_session.jsonl;solo_stream.jsonl;solo_traj.json
nano_pool2_solo_1,nano_pool2_solo,1,solo,claude-sonnet-5,claude_code,solo,,,pillow_task,290,f4_f5,4,5,True,,,,,,False,missing_patch,False,,,False,,,,,,,,,,,194.608731,0.488808,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T20:37:43.498970,nano_pool2_solo_1/solo/pillow_task/290/f4_f5,6,eval.json;result.json;solo.patch;solo_session.jsonl;solo_stream.jsonl;solo_traj.json
nano_pool2_solo_1,nano_pool2_solo,1,solo,claude-sonnet-5,claude_code,solo,,,pillow_task,68,f2_f3,2,3,True,,,,,,True,missing_patch,True,,,True,,,,,,,,,,,160.932379,0.4896246000000001,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T20:37:57.816041,nano_pool2_solo_1/solo/pillow_task/68/f2_f3,6,eval.json;result.json;solo.patch;solo_session.jsonl;solo_stream.jsonl;solo_traj.json
nano_pool2_solo_1,nano_pool2_solo,1,solo,claude-sonnet-5,claude_code,solo,,,pillow_task,68,f2_f4,2,4,True,,,,,,False,missing_patch,True,,,False,,,,,,,,,,,133.94668,0.4108236,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T20:39:41.903868,nano_pool2_solo_1/solo/pillow_task/68/f2_f4,6,eval.json;result.json;solo.patch;solo_session.jsonl;solo_stream.jsonl;solo_traj.json
nano_pool2_solo_1,nano_pool2_solo,1,solo,claude-sonnet-5,claude_code,solo,,,pillow_task,68,f3_f4,3,4,True,,,,,,False,missing_patch,True,,,False,,,,,,,,,,,137.367501,0.4558419000000001,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T20:40:10.966753,nano_pool2_solo_1/solo/pillow_task/68/f3_f4,6,eval.json;result.json;solo.patch;solo_session.jsonl;solo_stream.jsonl;solo_traj.json
nano_pool2_solo_1,nano_pool2_solo,1,solo,claude-sonnet-5,claude_code,solo,,,samuelcolvin_dirty_equals_task,43,f2_f5,2,5,True,,,,,,False,missing_patch,True,,,False,,,,,,,,,,,139.845743,0.4988847,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T20:40:56.956361,nano_pool2_solo_1/solo/samuelcolvin_dirty_equals_task/43/f2_f5,6,eval.json;result.json;solo.patch;solo_session.jsonl;solo_stream.jsonl;solo_traj.json
nano_pool2_solo_1,nano_pool2_solo,1,solo,claude-sonnet-5,claude_code,solo,,,samuelcolvin_dirty_equals_task,43,f3_f4,3,4,True,,,,,,False,missing_patch,False,,,True,,,,,,,,,,,90.394438,0.3801302999999999,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T20:38:38.566543,nano_pool2_solo_1/solo/samuelcolvin_dirty_equals_task/43/f3_f4,6,eval.json;result.json;solo.patch;solo_session.jsonl;solo_stream.jsonl;solo_traj.json
nano_pool2_solo_1,nano_pool2_solo,1,solo,claude-sonnet-5,claude_code,solo,,,samuelcolvin_dirty_equals_task,43,f5_f7,5,7,True,,,,,,True,missing_patch,True,,,True,,,,,,,,,,,215.263001,0.8694273,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T20:41:54.874703,nano_pool2_solo_1/solo/samuelcolvin_dirty_equals_task/43/f5_f7,6,eval.json;result.json;solo.patch;solo_session.jsonl;solo_stream.jsonl;solo_traj.json
