pool_id,arm,agents,trial,context_usd,task_usd,comm_usd,rework_usd
dottxt_ai_outlines_task/task1655/f2_f4_f5,leader,4,4,1.5941,0.7604,0.0419,0.0000
dspy_task/task8394/f1_f2_f4,leader,2,1,2.0200,3.1558,0.1785,0.5050
dspy_task/task8394/f1_f2_f4,leader,2,2,1.0097,1.4257,2.4707,0.5462
dspy_task/task8394/f1_f2_f4,flat,1,1,0.9825,0.9626,0.0000,0.0000
dspy_task/task8394/f1_f2_f4,flat,1,2,1.2216,0.5984,0.0000,0.0000
dspy_task/task8394/f1_f2_f4,flat,2,1,1.4732,1.1481,0.5543,0.3599
dspy_task/task8394/f1_f2_f4,flat,2,2,0.7838,0.1073,0.0286,0.1396
dspy_task/task8394/f1_f2_f4,leader,3,1,2.7148,4.1167,0.1601,0.1482
dspy_task/task8394/f1_f2_f4,leader,3,2,1.7404,1.6422,2.3154,0.5683
dspy_task/task8394/f1_f2_f4,flat,3,1,1.4971,1.3734,2.5697,0.3357
dspy_task/task8394/f1_f2_f4,flat,3,2,2.3172,2.3479,1.5589,1.1838
dspy_task/task8394/f1_f2_f4,leader,4,1,1.5638,2.8305,5.6752,0.6984
dspy_task/task8394/f1_f2_f4,leader,4,2,3.5216,7.1781,1.1182,0.7913
dspy_task/task8394/f1_f2_f4_f5,leader,2,2,1.6154,2.3036,0.2575,0.3068
dspy_task/task8394/f1_f2_f4_f5,leader,2,3,1.2617,2.2417,3.0535,0.2007
dspy_task/task8394/f1_f2_f4_f5,flat,1,1,1.2790,1.5711,0.0000,0.0000
dspy_task/task8394/f1_f2_f4_f5,flat,1,2,1.4502,1.0182,0.0000,0.0000
dspy_task/task8394/f1_f2_f4_f5,flat,1,3,1.2930,1.0215,0.0000,0.0000
dspy_task/task8394/f1_f2_f4_f5,flat,2,1,1.8530,2.1343,0.5635,0.1737
dspy_task/task8394/f1_f2_f4_f5,flat,2,2,2.0238,1.5883,0.4622,0.5835
dspy_task/task8394/f1_f2_f4_f5,flat,2,3,1.6940,1.5549,1.1914,0.6544
dspy_task/task8394/f1_f2_f4_f5,leader,3,2,3.3004,6.1684,0.2732,0.8589
dspy_task/task8394/f1_f2_f4_f5,leader,3,3,2.2179,3.5847,2.2344,0.3291
dspy_task/task8394/f1_f2_f4_f5,flat,3,1,0.9930,0.8127,5.7477,0.3377
dspy_task/task8394/f1_f2_f4_f5,flat,3,2,2.4767,2.5655,1.8340,0.7914
dspy_task/task8394/f1_f2_f4_f5,flat,3,3,2.1823,2.5260,1.7077,0.8967
dspy_task/task8394/f1_f2_f4_f5,leader,4,2,3.7555,5.9787,0.5828,0.4797
dspy_task/task8394/f1_f2_f4_f5,leader,4,3,1.8760,2.1232,5.7510,0.3736
dspy_task/task8394/f1_f2_f4_f5,flat,4,1,2.4632,2.9350,3.0837,0.8812
dspy_task/task8394/f1_f2_f4_f5,flat,4,2,2.9416,3.0372,2.1700,0.9052
dspy_task/task8394/f1_f2_f4_f5,flat,4,3,2.3199,3.6388,3.1423,0.4008
dspy_task/task8394/f1_f2_f4_f5,leader,5,1,3.8733,6.4827,0.5643,0.9515
dspy_task/task8394/f1_f2_f4_f5,leader,5,2,2.5518,4.3253,8.1666,1.3643
dspy_task/task8394/f1_f2_f4_f5,leader,5,3,2.8266,4.6465,4.4021,0.3578
dspy_task/task8394/f2_f3_f4_f5,leader,2,2,1.2011,2.7306,2.1448,0.1618
dspy_task/task8394/f2_f3_f4_f5,flat,1,1,1.1784,1.0919,0.0000,0.0000
dspy_task/task8394/f2_f3_f4_f5,flat,1,2,1.4490,0.9247,0.0000,0.0000
dspy_task/task8394/f2_f3_f4_f5,flat,2,1,0.7888,1.0986,3.6327,0.4801
dspy_task/task8394/f2_f3_f4_f5,flat,2,2,0.7491,0.9865,4.1997,0.4828
dspy_task/task8394/f2_f3_f4_f5,leader,3,2,1.9289,3.2892,3.5579,0.4799
dspy_task/task8394/f2_f3_f4_f5,flat,3,1,2.3996,2.8346,1.7363,0.9504
dspy_task/task8394/f2_f3_f4_f5,flat,3,2,2.0411,2.0069,1.4408,1.2625
dspy_task/task8394/f2_f3_f4_f5,leader,4,2,2.6797,3.5028,0.8394,0.5476
dspy_task/task8394/f2_f3_f4_f5,flat,4,1,2.9445,3.8954,4.4162,1.4691
dspy_task/task8394/f2_f3_f4_f5,flat,4,2,2.5848,3.3647,3.3729,1.1963
dspy_task/task8394/f2_f3_f4_f5,leader,5,1,2.1875,2.5818,5.8336,0.2939
dspy_task/task8394/f2_f3_f4_f5,leader,5,2,2.7315,3.1109,4.3200,0.1728
dspy_task/task8635/f1_f3_f4,leader,2,1,1.4309,1.1000,0.0773,0.0037
dspy_task/task8635/f1_f3_f4,leader,2,2,1.7068,1.1890,0.1568,0.0117
dspy_task/task8635/f1_f3_f4,leader,2,3,1.6135,1.3832,0.2140,0.1081
dspy_task/task8635/f1_f3_f4,leader,2,4,2.0069,3.0272,0.2290,0.1931
dspy_task/task8635/f1_f3_f4,flat,1,1,0.5771,0.3951,0.0000,0.0000
dspy_task/task8635/f1_f3_f4,flat,1,2,0.5723,0.5180,0.0000,0.0000
dspy_task/task8635/f1_f3_f4,flat,1,3,0.6177,0.3779,0.0000,0.0000
dspy_task/task8635/f1_f3_f4,flat,1,4,0.6319,0.4760,0.0000,0.0000
dspy_task/task8635/f1_f3_f4,flat,2,1,0.4727,0.1896,1.2910,0.1025
dspy_task/task8635/f1_f3_f4,flat,2,2,0.5664,0.4520,1.0498,0.1467
dspy_task/task8635/f1_f3_f4,flat,2,3,1.1023,0.9506,0.2202,0.1542
dspy_task/task8635/f1_f3_f4,flat,2,4,0.3540,0.3158,1.7077,0.1483
dspy_task/task8635/f1_f3_f4,leader,3,1,1.8853,1.8577,0.0672,0.0000
dspy_task/task8635/f1_f3_f4,leader,3,2,2.1898,2.2093,0.5763,0.2244
dspy_task/task8635/f1_f3_f4,leader,3,3,2.1393,2.1268,0.0680,0.0000
dspy_task/task8635/f1_f3_f4,leader,3,4,2.1677,2.1455,0.2455,0.2162
dspy_task/task8635/f1_f3_f4,flat,3,1,1.2659,0.9958,0.5285,0.5068
dspy_task/task8635/f1_f3_f4,flat,3,2,0.9848,0.7673,1.4269,0.1919
dspy_task/task8635/f1_f3_f4,flat,3,3,1.3519,1.2707,0.3516,0.4979
dspy_task/task8635/f1_f3_f4,flat,3,4,1.0428,1.0005,1.3533,0.2842
dspy_task/task8635/f1_f3_f4,leader,4,1,2.2212,2.7349,1.6807,0.5127
dspy_task/task8635/f1_f3_f4,leader,4,2,2.1162,1.9657,1.0989,0.0962
dspy_task/task8635/f1_f3_f4,leader,4,3,1.7520,1.9670,2.2879,0.1444
dspy_task/task8635/f1_f3_f4,leader,4,4,1.8140,2.0140,1.9404,0.1452
llama_index_task/task17070/f1_f2_f3,leader,2,1,0.9490,0.4163,0.1230,0.0000
llama_index_task/task17070/f1_f2_f3,leader,2,2,1.1090,0.4618,0.0620,0.0000
llama_index_task/task17070/f1_f2_f3,leader,2,3,1.0475,0.5934,0.0772,0.0000
llama_index_task/task17070/f1_f2_f3,leader,2,4,1.1999,0.4528,0.3875,0.0000
llama_index_task/task17070/f1_f2_f3,flat,1,1,0.2658,0.1048,0.0000,0.0000
llama_index_task/task17070/f1_f2_f3,flat,1,2,0.2865,0.0421,0.0000,0.0000
llama_index_task/task17070/f1_f2_f3,flat,1,3,0.2823,0.0847,0.0000,0.0000
llama_index_task/task17070/f1_f2_f3,flat,1,4,0.2524,0.0831,0.0000,0.0000
llama_index_task/task17070/f1_f2_f3,flat,2,1,0.8833,0.2785,0.0251,0.0000
llama_index_task/task17070/f1_f2_f3,flat,2,2,0.6950,0.1392,0.1546,0.0000
llama_index_task/task17070/f1_f2_f3,flat,2,3,0.8501,0.2272,0.0892,0.0388
llama_index_task/task17070/f1_f2_f3,flat,2,4,0.7042,0.2043,0.0379,0.0000
llama_index_task/task17070/f1_f2_f3,leader,3,1,1.7134,1.6586,0.1702,0.0038
llama_index_task/task17070/f1_f2_f3,leader,3,2,1.6426,0.9706,0.0607,0.0000
llama_index_task/task17070/f1_f2_f3,leader,3,3,1.7630,1.3160,1.2612,0.0109
llama_index_task/task17070/f1_f2_f3,leader,3,4,1.8759,1.4003,0.0871,0.0000
llama_index_task/task17070/f1_f2_f3,flat,3,1,1.6062,0.9637,0.4755,0.0041
llama_index_task/task17070/f1_f2_f3,flat,3,2,1.4201,0.7005,0.1626,0.0044
llama_index_task/task17070/f1_f2_f3,flat,3,3,1.3667,0.6016,0.1945,0.0091
llama_index_task/task17070/f1_f2_f3,flat,3,4,1.2963,0.8632,0.2475,0.0424
llama_index_task/task17070/f1_f2_f3,leader,4,1,1.5603,1.3924,0.9899,0.0051
llama_index_task/task17070/f1_f2_f3,leader,4,2,2.2375,1.8186,0.2255,0.0575
llama_index_task/task17070/f1_f2_f3,leader,4,3,2.1835,1.8050,0.0606,0.0000
llama_index_task/task17070/f1_f2_f3,leader,4,4,1.9666,1.9171,0.0909,0.0016
llama_index_task/task17244/f1_f2_f3,leader,2,1,0.6450,0.7320,0.1344,0.0686
llama_index_task/task17244/f1_f2_f3,leader,2,2,0.7361,0.3874,0.2203,0.0020
llama_index_task/task17244/f1_f2_f3,leader,2,3,0.8576,0.6747,0.0646,0.0000
llama_index_task/task17244/f1_f2_f3,leader,2,4,0.8185,0.6976,0.0319,0.0000
llama_index_task/task17244/f1_f2_f3,flat,1,1,0.2090,0.0441,0.0000,0.0000
llama_index_task/task17244/f1_f2_f3,flat,1,2,0.1832,0.0555,0.0000,0.0000
llama_index_task/task17244/f1_f2_f3,flat,1,3,0.2623,0.1078,0.0000,0.0000
llama_index_task/task17244/f1_f2_f3,flat,1,4,0.1568,0.0345,0.0000,0.0000
llama_index_task/task17244/f1_f2_f3,flat,2,1,0.5536,0.1624,0.0638,0.0976
llama_index_task/task17244/f1_f2_f3,flat,2,2,0.5248,0.2210,0.2537,0.0267
llama_index_task/task17244/f1_f2_f3,flat,2,3,0.4731,0.2683,0.3099,0.0655
llama_index_task/task17244/f1_f2_f3,flat,2,4,0.6449,0.3480,0.0651,0.0598
llama_index_task/task17244/f1_f2_f3,leader,3,1,1.2578,0.7460,0.0422,0.0000
llama_index_task/task17244/f1_f2_f3,leader,3,2,1.1131,0.7454,0.6605,0.0373
llama_index_task/task17244/f1_f2_f3,leader,3,3,1.0179,0.6549,0.5258,0.0347
llama_index_task/task17244/f1_f2_f3,leader,3,4,0.8392,0.6033,0.6615,0.0844
llama_index_task/task17244/f1_f2_f3,flat,3,1,1.0964,0.7534,0.7074,0.2444
llama_index_task/task17244/f1_f2_f3,flat,3,2,1.1398,1.0257,0.3164,0.1826
llama_index_task/task17244/f1_f2_f3,flat,3,3,0.9389,0.6657,0.7244,0.0613
llama_index_task/task17244/f1_f2_f3,flat,3,4,1.0967,0.5354,0.1732,0.0364
llama_index_task/task17244/f1_f2_f3,leader,4,1,2.1720,1.0164,0.1269,0.1081
llama_index_task/task17244/f1_f2_f3,leader,4,2,1.4547,1.2986,0.6827,0.0386
llama_index_task/task17244/f1_f2_f3,leader,4,3,1.7765,1.0901,0.1764,0.0029
llama_index_task/task17244/f1_f2_f3,leader,4,4,1.4019,0.9964,0.8032,0.0000
llama_index_task/task17244/f1_f2_f3_f5,leader,2,1,0.9179,0.7791,0.1078,0.0000
llama_index_task/task17244/f1_f2_f3_f5,leader,2,2,1.0896,0.9479,0.1280,0.0497
llama_index_task/task17244/f1_f2_f3_f5,flat,1,1,0.2250,0.0729,0.0000,0.0000
llama_index_task/task17244/f1_f2_f3_f5,flat,1,2,0.1973,0.0612,0.0000,0.0000
llama_index_task/task17244/f1_f2_f3_f5,flat,2,1,0.6530,0.2846,0.4925,0.0300
llama_index_task/task17244/f1_f2_f3_f5,flat,2,2,0.5251,0.3061,0.3158,0.0028
llama_index_task/task17244/f1_f2_f3_f5,leader,3,1,0.9454,0.6772,1.3328,0.0000
llama_index_task/task17244/f1_f2_f3_f5,leader,3,2,1.0152,0.6330,1.2630,0.0677
llama_index_task/task17244/f1_f2_f3_f5,flat,3,1,1.3810,0.9495,0.4336,0.2088
llama_index_task/task17244/f1_f2_f3_f5,flat,3,2,1.1509,0.6406,0.5925,0.1460
llama_index_task/task17244/f1_f2_f3_f5,leader,4,1,1.8429,1.5348,0.1261,0.0898
llama_index_task/task17244/f1_f2_f3_f5,leader,4,2,0.7308,0.2993,0.7467,0.0280
llama_index_task/task17244/f1_f2_f3_f5,flat,4,1,1.4613,1.0397,1.1518,0.0536
llama_index_task/task17244/f1_f2_f3_f5,flat,4,2,1.9298,1.4238,0.6325,0.1947
llama_index_task/task17244/f1_f2_f3_f5,leader,5,1,2.3138,1.2364,0.4482,0.1325
llama_index_task/task17244/f1_f2_f3_f5,leader,5,2,2.7664,2.8097,0.1226,0.0496
openai_tiktoken_task/task0/f1_f2_f3,leader,2,1,0.7950,0.6154,0.0515,0.0000
openai_tiktoken_task/task0/f1_f2_f3,leader,2,2,0.9848,0.5004,0.0480,0.0000
openai_tiktoken_task/task0/f1_f2_f3,flat,1,1,0.3304,0.0091,0.0000,0.0000
openai_tiktoken_task/task0/f1_f2_f3,flat,1,2,0.2224,0.0414,0.0000,0.0000
openai_tiktoken_task/task0/f1_f2_f3,flat,2,1,1.0880,0.1622,0.1316,0.1796
openai_tiktoken_task/task0/f1_f2_f3,flat,2,2,0.9053,0.1446,0.2118,0.2045
openai_tiktoken_task/task0/f1_f2_f3,leader,3,1,1.8529,2.1998,0.2999,0.3111
openai_tiktoken_task/task0/f1_f2_f3,leader,3,2,1.1369,0.5415,0.5810,0.0420
openai_tiktoken_task/task0/f1_f2_f3,flat,3,1,1.4036,0.5542,0.2656,0.5226
openai_tiktoken_task/task0/f1_f2_f3,flat,3,2,1.4794,0.2955,0.5256,0.3552
openai_tiktoken_task/task0/f1_f2_f3,leader,4,1,1.6935,1.2284,0.9462,0.1419
openai_tiktoken_task/task0/f1_f2_f3,leader,4,2,5.0695,0.0578,0.0000,0.0000
openai_tiktoken_task/task0/f1_f2_f3_f4,leader,2,1,0.9858,0.7960,0.1904,0.0000
openai_tiktoken_task/task0/f1_f2_f3_f4,leader,2,2,1.3810,0.6468,0.1323,0.0000
openai_tiktoken_task/task0/f1_f2_f3_f4,leader,2,3,0.7920,0.5094,0.5681,0.0000
openai_tiktoken_task/task0/f1_f2_f3_f4,flat,1,1,0.2915,0.0074,0.0000,0.0000
openai_tiktoken_task/task0/f1_f2_f3_f4,flat,1,2,0.3574,0.0141,0.0000,0.0000
openai_tiktoken_task/task0/f1_f2_f3_f4,flat,1,3,0.2753,0.0308,0.0000,0.0000
openai_tiktoken_task/task0/f1_f2_f3_f4,flat,2,1,1.7480,0.0196,0.0278,0.0000
openai_tiktoken_task/task0/f1_f2_f3_f4,flat,2,2,1.4165,0.3774,0.4891,0.0898
openai_tiktoken_task/task0/f1_f2_f3_f4,flat,2,3,0.8898,0.3029,0.2162,0.2290
openai_tiktoken_task/task0/f1_f2_f3_f4,leader,3,1,1.2314,0.7600,0.6358,0.0000
openai_tiktoken_task/task0/f1_f2_f3_f4,leader,3,3,1.2850,0.8581,0.7436,0.0429
openai_tiktoken_task/task0/f1_f2_f3_f4,flat,3,1,2.1156,0.8521,0.7746,0.3989
openai_tiktoken_task/task0/f1_f2_f3_f4,flat,3,2,1.5540,0.8922,0.8719,0.5211
openai_tiktoken_task/task0/f1_f2_f3_f4,flat,3,3,1.6798,1.4535,0.6040,0.6623
openai_tiktoken_task/task0/f1_f2_f3_f4,leader,4,1,2.1250,1.3836,0.0631,0.0000
openai_tiktoken_task/task0/f1_f2_f3_f4,leader,4,2,1.5933,2.8119,2.9659,0.5511
openai_tiktoken_task/task0/f1_f2_f3_f4,leader,4,3,2.1665,1.1064,0.7310,0.0000
openai_tiktoken_task/task0/f1_f2_f3_f4,flat,4,1,2.1676,1.4623,1.0990,1.2533
openai_tiktoken_task/task0/f1_f2_f3_f4,flat,4,2,2.1230,1.1991,1.0712,0.9985
openai_tiktoken_task/task0/f1_f2_f3_f4,flat,4,3,1.9909,1.1062,0.8114,1.0011
openai_tiktoken_task/task0/f1_f2_f3_f4,leader,5,1,1.8365,1.5023,1.2271,0.0000
openai_tiktoken_task/task0/f1_f2_f3_f4,leader,5,2,3.2843,5.4607,0.1581,0.9780
openai_tiktoken_task/task0/f1_f2_f3_f4,leader,5,3,2.2553,1.7965,0.0529,0.0000
pallets_jinja_task/task1465/f1_f2_f3_f4,leader,2,1,0.9201,0.7450,0.5545,0.2179
pallets_jinja_task/task1465/f1_f2_f3_f4,leader,2,2,0.9377,0.9937,0.0856,0.0000
pallets_jinja_task/task1465/f1_f2_f3_f4,leader,2,3,0.7736,0.6943,0.1227,0.0000
pallets_jinja_task/task1465/f1_f2_f3_f4,flat,1,1,0.3025,0.1320,0.0000,0.0000
pallets_jinja_task/task1465/f1_f2_f3_f4,flat,1,2,0.3058,0.1664,0.0000,0.0000
pallets_jinja_task/task1465/f1_f2_f3_f4,flat,1,3,0.3314,0.1403,0.0000,0.0000
pallets_jinja_task/task1465/f1_f2_f3_f4,flat,2,1,0.8748,0.4665,0.0982,0.0425
pallets_jinja_task/task1465/f1_f2_f3_f4,flat,2,2,0.8869,0.4131,0.2739,0.1357
pallets_jinja_task/task1465/f1_f2_f3_f4,flat,2,3,0.8777,0.6920,0.2010,0.2917
pallets_jinja_task/task1465/f1_f2_f3_f4,leader,3,1,1.5260,1.5188,0.0592,0.2417
pallets_jinja_task/task1465/f1_f2_f3_f4,leader,3,2,0.9158,0.7007,1.4513,0.1786
pallets_jinja_task/task1465/f1_f2_f3_f4,leader,3,3,1.5277,1.7573,0.0952,0.1800
pallets_jinja_task/task1465/f1_f2_f3_f4,flat,3,1,1.4728,1.2033,0.8812,0.5071
pallets_jinja_task/task1465/f1_f2_f3_f4,flat,3,2,1.3773,1.1936,0.7146,0.5800
pallets_jinja_task/task1465/f1_f2_f3_f4,flat,3,3,1.3906,1.4239,0.6533,0.5885
pallets_jinja_task/task1465/f1_f2_f3_f4,leader,4,1,1.8263,2.0453,1.2894,0.3718
pallets_jinja_task/task1465/f1_f2_f3_f4,leader,4,2,2.4545,3.9149,0.2094,0.2294
pallets_jinja_task/task1465/f1_f2_f3_f4,leader,4,3,1.9011,2.4133,0.5789,0.3059
pallets_jinja_task/task1465/f1_f2_f3_f4,flat,4,1,2.0091,2.6303,0.9328,0.6886
pallets_jinja_task/task1465/f1_f2_f3_f4,flat,4,2,1.7294,2.1480,0.7257,0.5902
pallets_jinja_task/task1465/f1_f2_f3_f4,flat,4,3,2.0433,3.1407,2.3251,1.2127
pallets_jinja_task/task1465/f1_f2_f3_f4,leader,5,1,2.1841,3.7076,3.0459,0.8879
pallets_jinja_task/task1465/f1_f2_f3_f4,leader,5,2,2.8550,4.4389,1.0177,0.9642
pallets_jinja_task/task1465/f1_f2_f3_f4,leader,5,3,2.7357,4.9907,0.1138,0.0000
pallets_jinja_task/task1621/f1_f5_f6_f9,leader,2,1,1.8752,1.7727,0.2137,0.4358
pallets_jinja_task/task1621/f1_f5_f6_f9,leader,2,2,1.6869,3.0139,0.9590,0.0927
pallets_jinja_task/task1621/f1_f5_f6_f9,leader,2,3,1.6159,1.3325,0.5987,0.1561
pallets_jinja_task/task1621/f1_f5_f6_f9,flat,1,1,0.6436,0.2025,0.0000,0.0000
pallets_jinja_task/task1621/f1_f5_f6_f9,flat,1,2,0.7589,0.3151,0.0000,0.0000
pallets_jinja_task/task1621/f1_f5_f6_f9,flat,1,3,0.7379,0.1368,0.0000,0.0000
pallets_jinja_task/task1621/f1_f5_f6_f9,flat,2,1,1.1569,0.4477,0.2949,0.3161
pallets_jinja_task/task1621/f1_f5_f6_f9,flat,2,2,1.4611,0.7182,0.4907,0.1822
pallets_jinja_task/task1621/f1_f5_f6_f9,flat,2,3,1.1893,0.7621,0.2079,0.2229
pallets_jinja_task/task1621/f1_f5_f6_f9,leader,3,1,1.3411,0.8350,2.2997,0.1291
pallets_jinja_task/task1621/f1_f5_f6_f9,leader,3,2,1.8173,2.4671,1.5413,0.2384
pallets_jinja_task/task1621/f1_f5_f6_f9,leader,3,3,2.2112,2.5941,0.4712,0.2378
pallets_jinja_task/task1621/f1_f5_f6_f9,flat,3,1,1.8204,1.1616,0.5958,0.0311
pallets_jinja_task/task1621/f1_f5_f6_f9,flat,3,2,1.9634,1.3581,1.0544,0.3925
pallets_jinja_task/task1621/f1_f5_f6_f9,flat,3,3,1.6523,0.9428,1.0417,0.3417
pallets_jinja_task/task1621/f1_f5_f6_f9,leader,4,1,1.7079,1.6985,3.4252,0.3435
pallets_jinja_task/task1621/f1_f5_f6_f9,leader,4,2,2.2640,1.6578,1.4277,0.2982
pallets_jinja_task/task1621/f1_f5_f6_f9,leader,4,3,2.1959,1.9808,1.3145,0.0026
pallets_jinja_task/task1621/f1_f5_f6_f9,flat,4,1,2.6297,2.6467,1.8584,0.5401
pallets_jinja_task/task1621/f1_f5_f6_f9,flat,4,2,2.4239,2.3517,1.3525,0.1521
pallets_jinja_task/task1621/f1_f5_f6_f9,flat,4,3,2.5061,1.9334,1.0273,0.4213
pallets_jinja_task/task1621/f1_f5_f6_f9,leader,5,1,2.3941,3.5306,6.5313,0.5933
pallets_jinja_task/task1621/f1_f5_f6_f9,leader,5,2,3.6226,5.6233,0.5778,0.8386
pallets_jinja_task/task1621/f1_f5_f6_f9,leader,5,3,2.2160,1.7826,1.6255,0.0968
pillow_task/task25/f2_f3_f4,leader,2,1,0.6467,0.4813,0.5357,0.0730
pillow_task/task25/f2_f3_f4,leader,2,3,0.6844,0.5679,0.3976,0.0682
pillow_task/task25/f2_f3_f4,leader,2,4,0.6284,0.4997,0.5180,0.0066
pillow_task/task25/f2_f3_f4,flat,1,1,0.3319,0.0709,0.0000,0.0000
pillow_task/task25/f2_f3_f4,flat,1,2,0.3063,0.0668,0.0000,0.0000
pillow_task/task25/f2_f3_f4,flat,1,3,0.3157,0.0453,0.0000,0.0000
pillow_task/task25/f2_f3_f4,flat,1,4,0.3206,0.0748,0.0000,0.0000
pillow_task/task25/f2_f3_f4,flat,2,1,0.9318,0.4620,0.2795,0.0917
pillow_task/task25/f2_f3_f4,flat,2,2,0.7297,0.4756,0.1755,0.1331
pillow_task/task25/f2_f3_f4,flat,2,3,0.9603,0.9552,0.1083,0.1701
pillow_task/task25/f2_f3_f4,flat,2,4,0.7851,0.7779,0.1735,0.2050
pillow_task/task25/f2_f3_f4,leader,3,1,1.4030,1.2310,0.0493,0.0000
pillow_task/task25/f2_f3_f4,leader,3,3,1.1797,0.9890,0.4389,0.0395
