pool_id,repo,task,features,K,arm,workers,agents,trial,score,n_passed,all_passed,cost,leader_cost,wall_seconds,agent_seconds,steps,messages_sent
dspy_task/task8394/f1_f2_f4_f5,dspy_task,8394,1_2_4_5,4,leader,1,2,2,1.0,4,True,4.483309100000001,3.2730005000000006,940.210097,1607.7752175501082,94,3
dspy_task/task8394/f1_f2_f4_f5,dspy_task,8394,1_2_4_5,4,leader,1,2,3,0.75,3,False,6.757621899999998,4.209353499999999,1367.487599,2319.5187515820144,128,5
dspy_task/task8394/f1_f2_f4_f5,dspy_task,8394,1_2_4_5,4,leader_central,1,2,1,1.0,4,True,2.3694492000000005,1.7031780000000003,538.199726,865.1402631470119,71,2
dspy_task/task8394/f1_f2_f4_f5,dspy_task,8394,1_2_4_5,4,leader_central,1,2,2,1.0,4,True,3.6183402000000005,2.8299645000000004,821.041682,1207.4112998889905,99,2
dspy_task/task8394/f1_f2_f4_f5,dspy_task,8394,1_2_4_5,4,leader_central,1,2,3,1.0,4,True,5.1275013000000005,3.975016800000001,825.141054,1307.1570129350002,127,1
dspy_task/task8394/f1_f2_f4_f5,dspy_task,8394,1_2_4_5,4,flat,1,1,1,1.0,4,True,2.8500924,,845.972,,55,0
dspy_task/task8394/f1_f2_f4_f5,dspy_task,8394,1_2_4_5,4,flat,1,1,2,0.75,3,False,2.4683922000000003,,1016.001282,,52,0
dspy_task/task8394/f1_f2_f4_f5,dspy_task,8394,1_2_4_5,4,flat,1,1,3,1.0,4,True,2.3145225000000003,,546.571667,,64,0
dspy_task/task8394/f1_f2_f4_f5,dspy_task,8394,1_2_4_5,4,flat,2,2,1,0.75,3,False,4.724495999999999,,898.518552,,126,4
dspy_task/task8394/f1_f2_f4_f5,dspy_task,8394,1_2_4_5,4,flat,2,2,2,1.0,4,True,4.657819799999999,,698.64395,,125,6
dspy_task/task8394/f1_f2_f4_f5,dspy_task,8394,1_2_4_5,4,flat,2,2,3,1.0,4,True,5.094685499999999,,621.232781,,133,6
dspy_task/task8394/f1_f2_f4_f5,dspy_task,8394,1_2_4_5,4,leader,2,3,1,0.0,0,False,8.299274699999998,3.794489999999999,1293.852467,3433.3589438468916,201,5
dspy_task/task8394/f1_f2_f4_f5,dspy_task,8394,1_2_4_5,4,leader,2,3,2,1.0,4,True,10.6008196,3.969707499999999,1646.486176,3695.7494246280985,224,4
dspy_task/task8394/f1_f2_f4_f5,dspy_task,8394,1_2_4_5,4,leader,2,3,3,0.75,3,False,8.366109799999997,3.860541499999999,1593.202198,3188.422249707044,196,7
dspy_task/task8394/f1_f2_f4_f5,dspy_task,8394,1_2_4_5,4,leader_central,2,3,1,1.0,4,True,6.627046499999999,3.6123855,916.074295,1968.2888841790118,183,4
dspy_task/task8394/f1_f2_f4_f5,dspy_task,8394,1_2_4_5,4,leader_central,2,3,2,0.5,2,False,5.516972100000001,3.6651957000000013,786.234397,1598.7809333620244,151,2
dspy_task/task8394/f1_f2_f4_f5,dspy_task,8394,1_2_4_5,4,leader_central,2,3,3,0.75,3,False,6.804559200000001,4.658152800000001,885.468961,1761.735834469,177,4
dspy_task/task8394/f1_f2_f4_f5,dspy_task,8394,1_2_4_5,4,flat,3,3,1,0.75,3,False,7.891077600000001,,870.077086,,216,23
dspy_task/task8394/f1_f2_f4_f5,dspy_task,8394,1_2_4_5,4,flat,3,3,2,0.75,3,False,7.6675992000000015,,700.338705,,219,16
dspy_task/task8394/f1_f2_f4_f5,dspy_task,8394,1_2_4_5,4,flat,3,3,3,0.75,3,False,7.312670399999999,,812.847878,,222,14
dspy_task/task8394/f1_f2_f4_f5,dspy_task,8394,1_2_4_5,4,leader,3,4,1,0.0,0,False,13.749945600000002,4.200215999999999,1419.712868,5192.083759875968,342,14
dspy_task/task8394/f1_f2_f4_f5,dspy_task,8394,1_2_4_5,4,leader,3,4,2,0.75,3,False,10.796692299999997,4.894518999999998,1894.567432,4484.576944280998,268,11
dspy_task/task8394/f1_f2_f4_f5,dspy_task,8394,1_2_4_5,4,leader,3,4,3,1.0,4,True,10.123763899999998,5.697733999999999,2000.884407,4590.26790324098,227,17
dspy_task/task8394/f1_f2_f4_f5,dspy_task,8394,1_2_4_5,4,leader_central,3,4,1,1.0,4,True,5.565519300000001,2.3860794,815.701012,2066.805333577009,170,0
dspy_task/task8394/f1_f2_f4_f5,dspy_task,8394,1_2_4_5,4,leader_central,3,4,2,0.75,3,False,5.056458599999999,2.1813426,829.029038,2144.4261306469853,169,6
dspy_task/task8394/f1_f2_f4_f5,dspy_task,8394,1_2_4_5,4,leader_central,3,4,3,1.0,4,True,5.9552892,3.5800953000000004,889.385826,2142.5801762850024,175,1
dspy_task/task8394/f1_f2_f4_f5,dspy_task,8394,1_2_4_5,4,flat,4,4,1,0.75,3,False,9.363113999999998,,709.387442,,263,30
dspy_task/task8394/f1_f2_f4_f5,dspy_task,8394,1_2_4_5,4,flat,4,4,2,0.75,3,False,9.053904600000001,,705.483169,,267,30
dspy_task/task8394/f1_f2_f4_f5,dspy_task,8394,1_2_4_5,4,flat,4,4,3,0.75,3,False,9.5017617,,853.106316,,296,29
dspy_task/task8394/f1_f2_f4_f5,dspy_task,8394,1_2_4_5,4,leader,4,5,1,0.75,3,False,11.871826799999997,3.5391929999999987,1147.087906,5035.831808115938,349,7
dspy_task/task8394/f1_f2_f4_f5,dspy_task,8394,1_2_4_5,4,leader,4,5,2,1.0,4,True,16.4079022,5.105732499999999,1442.798118,5939.790753884125,425,11
dspy_task/task8394/f1_f2_f4_f5,dspy_task,8394,1_2_4_5,4,leader,4,5,3,0.75,3,False,12.2330447,6.777608000000001,2007.014863,5864.7648130508605,294,20
dspy_task/task8394/f1_f2_f4_f5,dspy_task,8394,1_2_4_5,4,leader_central,4,5,1,0.0,0,False,6.539568600000001,2.9731029000000007,885.121391,2485.5115092410124,207,4
dspy_task/task8394/f1_f2_f4_f5,dspy_task,8394,1_2_4_5,4,leader_central,4,5,2,0.75,3,False,6.4759056,2.9838855,863.872011,2408.2097933050245,207,9
dspy_task/task8394/f1_f2_f4_f5,dspy_task,8394,1_2_4_5,4,leader_central,4,5,3,1.0,4,True,10.868776500000001,5.617461900000001,1420.748402,5018.88258277002,278,10
dspy_task/task8394/f2_f3_f4_f5,dspy_task,8394,2_3_4_5,4,leader,1,2,1,0.0,0,False,7.762594100000003,4.515419000000001,1053.174411,2013.0489554541418,152,5
dspy_task/task8394/f2_f3_f4_f5,dspy_task,8394,2_3_4_5,4,leader,1,2,2,0.75,3,False,6.2383692,4.706718,981.345876,1907.1078084970359,119,4
dspy_task/task8394/f2_f3_f4_f5,dspy_task,8394,2_3_4_5,4,leader_central,1,2,1,0.0,0,False,3.3244689000000003,2.765361,686.556631,1122.4428046660032,79,0
dspy_task/task8394/f2_f3_f4_f5,dspy_task,8394,2_3_4_5,4,leader_central,1,2,2,0.75,3,False,4.1391618,3.2329167,808.209226,1282.3331636849907,97,1
dspy_task/task8394/f2_f3_f4_f5,dspy_task,8394,2_3_4_5,4,leader_central,1,2,3,1.0,4,True,6.626318100000001,4.4809368,1058.36736,1767.8176263729983,151,1
dspy_task/task8394/f2_f3_f4_f5,dspy_task,8394,2_3_4_5,4,flat,1,1,1,1.0,4,True,2.2702970999999996,,770.74048,,52,0
dspy_task/task8394/f2_f3_f4_f5,dspy_task,8394,2_3_4_5,4,flat,1,1,2,1.0,4,True,2.3736822,,715.395158,,48,0
dspy_task/task8394/f2_f3_f4_f5,dspy_task,8394,2_3_4_5,4,flat,2,2,1,0.75,3,False,6.0002307,,934.331246,,147,7
dspy_task/task8394/f2_f3_f4_f5,dspy_task,8394,2_3_4_5,4,flat,2,2,2,1.0,4,True,6.418109999999999,,1082.130954,,160,7
dspy_task/task8394/f2_f3_f4_f5,dspy_task,8394,2_3_4_5,4,leader,2,3,1,0.0,0,False,11.026583100000002,3.60435,1563.625976,3953.6379792889347,213,5
dspy_task/task8394/f2_f3_f4_f5,dspy_task,8394,2_3_4_5,4,leader,2,3,2,1.0,4,True,9.255921900000002,3.6734910000000016,1398.23883,3607.5466517610475,211,6
dspy_task/task8394/f2_f3_f4_f5,dspy_task,8394,2_3_4_5,4,leader_central,2,3,1,0.0,0,False,6.225999,2.8952793,1029.812891,2240.8459605759417,176,2
dspy_task/task8394/f2_f3_f4_f5,dspy_task,8394,2_3_4_5,4,leader_central,2,3,2,1.0,4,True,4.506314099999999,1.7499869999999997,1033.20293,2261.755219309969,135,1
dspy_task/task8394/f2_f3_f4_f5,dspy_task,8394,2_3_4_5,4,leader_central,2,3,3,1.0,4,True,5.1730814999999994,2.1183758999999993,866.239962,1921.779358802014,155,2
dspy_task/task8394/f2_f3_f4_f5,dspy_task,8394,2_3_4_5,4,flat,3,3,1,1.0,4,True,7.920851399999998,,883.421406,,220,14
dspy_task/task8394/f2_f3_f4_f5,dspy_task,8394,2_3_4_5,4,flat,3,3,2,1.0,4,True,6.751240799999999,,823.903311,,213,18
dspy_task/task8394/f2_f3_f4_f5,dspy_task,8394,2_3_4_5,4,leader,3,4,1,0.0,0,False,10.109033,3.167327000000001,1324.333485,4033.627931360854,263,8
dspy_task/task8394/f2_f3_f4_f5,dspy_task,8394,2_3_4_5,4,leader,3,4,2,1.0,4,True,7.5695596,2.5501855,1077.600495,3527.9063938328763,211,3
dspy_task/task8394/f2_f3_f4_f5,dspy_task,8394,2_3_4_5,4,leader_central,3,4,1,0.0,0,False,5.935392899999999,3.041693099999999,829.438315,1950.6162626799778,183,8
dspy_task/task8394/f2_f3_f4_f5,dspy_task,8394,2_3_4_5,4,leader_central,3,4,2,0.75,3,False,6.646823099999999,3.5227877999999997,1190.294579,3215.6094881059544,188,3
dspy_task/task8394/f2_f3_f4_f5,dspy_task,8394,2_3_4_5,4,leader_central,3,4,3,0.75,3,False,6.2096556,2.9326248,1085.302083,2330.941729317972,186,7
dspy_task/task8394/f2_f3_f4_f5,dspy_task,8394,2_3_4_5,4,flat,4,4,1,0.75,3,False,12.725287500000002,,1001.083623,,345,30
dspy_task/task8394/f2_f3_f4_f5,dspy_task,8394,2_3_4_5,4,flat,4,4,2,0.75,3,False,10.5186225,,872.725167,,307,42
dspy_task/task8394/f2_f3_f4_f5,dspy_task,8394,2_3_4_5,4,leader,4,5,1,1.0,4,True,10.8968677,3.5303544999999996,1588.312321,6193.579550069873,289,11
dspy_task/task8394/f2_f3_f4_f5,dspy_task,8394,2_3_4_5,4,leader,4,5,2,1.0,4,True,10.335214599999999,4.7684215,1291.94428,5003.55362521694,261,8
dspy_task/task8394/f2_f3_f4_f5,dspy_task,8394,2_3_4_5,4,leader_central,4,5,1,1.0,4,True,8.084821799999999,3.7493903999999993,992.4696,2497.4338906940247,232,7
dspy_task/task8394/f2_f3_f4_f5,dspy_task,8394,2_3_4_5,4,leader_central,4,5,2,0.75,3,False,7.2319281,3.0066051,1159.250682,3235.2131586600153,215,4
dspy_task/task8394/f2_f3_f4_f5,dspy_task,8394,2_3_4_5,4,leader_central,4,5,3,1.0,4,True,8.4353289,4.264308600000001,1048.798534,3225.310190994991,239,9
