pool_id,repo,task_id,features,K,N,condition,trial,seed,context_tokens,task_tokens,comm_tokens,rework_tokens,buckets_recoverable,context_usd,task_usd,comm_usd,rework_usd,total_tokens,dollar_cost,total_steps,score,n_passed,best_score,git_integrated,all_passed,pass,failure_bucket,merge_status,messages_sent,message_reads,conflict_events,rework_turns,comm_sent_tokens,comm_recv_tokens,comm_reingest_tokens
llama_index_task/task17070/f1_f2_f3,llama_index_task,17070,1_2_3,3,2,comm,2,0,65655,263,9678,0,True,0.6949915159513537,0.1391994278388592,0.15459075620978704,0.0,1784220,0.9887816999999999,39,1.0,3,1.0,True,True,True,,,7,71,0,0,474,724,8480
llama_index_task/task17070/f1_f2_f3,llama_index_task,17070,1_2_3,3,2,comm,3,0,65655,351,6341,60,True,0.8501099614269141,0.22723981148491879,0.0892256148685228,0.038844412219644235,1903236,1.2054197999999998,41,1.0,3,1.0,True,True,True,,,4,62,0,1,350,615,5376
llama_index_task/task17070/f1_f2_f3,llama_index_task,17070,1_2_3,3,2,comm,4,0,65655,381,3174,0,True,0.7042021649138116,0.20432642207917315,0.037883513007015195,0.0,1657347,0.9464120999999999,36,1.0,3,1.0,True,True,True,,,4,31,0,0,242,295,2637
llama_index_task/task17070/f1_f2_f3,llama_index_task,17070,1_2_3,3,3,comm,1,0,97916,1175,29323,5,True,1.6062032055125222,0.9637284848631551,0.4755159373483087,0.004100972276013426,6061240,3.0495485999999996,110,1.0,3,1.0,True,True,True,,,19,198,0,3,1935,1424,25964
llama_index_task/task17070/f1_f2_f3,llama_index_task,17070,1_2_3,3,3,comm,2,0,97916,966,11407,6,True,1.4201037535316907,0.700508714567391,0.1626253460961523,0.0043509858047664045,4472715,2.2875888000000004,85,1.0,3,1.0,True,True,True,,,12,59,0,2,794,733,9880
llama_index_task/task17070/f1_f2_f3,llama_index_task,17070,1_2_3,3,3,comm,3,0,97916,862,11495,13,True,1.3666668128945183,0.6015701176084985,0.19449836633119322,0.00907240316578942,3920029,2.1718076999999996,80,1.0,3,1.0,True,True,True,,,14,64,0,3,910,499,10086
llama_index_task/task17070/f1_f2_f3,llama_index_task,17070,1_2_3,3,3,comm,4,0,97916,1304,18718,64,True,1.296272047255313,0.8631575787516487,0.24750911184571814,0.04236356214732018,4950243,2.4493023000000003,94,1.0,3,1.0,True,True,True,,,12,224,0,3,922,863,16933
llama_index_task/task17244/f1_f2_f3,llama_index_task,17244,1_2_3,3,1,nocomm,1,0,32488,137,0,0,True,0.20896387641466266,0.04405942358533734,0.0,0.0,330531,0.2530233,9,1.0,3,1.0,False,True,True,,,0,0,0,0,0,0,0
llama_index_task/task17244/f1_f2_f3,llama_index_task,17244,1_2_3,3,1,nocomm,2,0,32488,197,0,0,True,0.18315211673673765,0.055529683263262325,0.0,0.0,414694,0.23868179999999997,11,1.0,3,1.0,False,True,True,,,0,0,0,0,0,0,0
llama_index_task/task17244/f1_f2_f3,llama_index_task,17244,1_2_3,3,1,nocomm,3,0,32488,267,0,0,True,0.2622544505955757,0.1077658494044243,0.0,0.0,614253,0.3700203,16,1.0,3,1.0,False,True,True,,,0,0,0,0,0,0,0
llama_index_task/task17244/f1_f2_f3,llama_index_task,17244,1_2_3,3,1,nocomm,4,0,32488,143,0,0,True,0.15683791412281142,0.03451708587718856,0.0,0.0,326817,0.191355,9,1.0,3,1.0,False,True,True,,,0,0,0,0,0,0,0
llama_index_task/task17244/f1_f2_f3,llama_index_task,17244,1_2_3,3,2,comm,1,0,65778,386,7237,232,True,0.5536010364145604,0.1624327283103928,0.06376957421802311,0.09762796105702365,1582904,0.8774313,40,1.0,3,1.0,True,True,True,,,5,74,0,5,310,531,6396
llama_index_task/task17244/f1_f2_f3,llama_index_task,17244,1_2_3,3,2,comm,2,0,65778,554,29134,67,True,0.5248445586998266,0.22101909872579278,0.25374109597757893,0.026729746596801655,2085121,1.0263345,49,1.0,3,1.0,True,True,True,,,5,79,0,3,333,2273,26528
llama_index_task/task17244/f1_f2_f3,llama_index_task,17244,1_2_3,3,2,comm,3,0,65778,746,40330,182,True,0.47310590728207236,0.26827891303507706,0.30985135585927936,0.0654514238235711,2162159,1.1166876,52,1.0,3,1.0,True,True,True,,,4,109,0,4,200,2246,37884
llama_index_task/task17244/f1_f2_f3,llama_index_task,17244,1_2_3,3,2,comm,4,0,65778,710,6327,122,True,0.644860866666082,0.34802761966988827,0.06513508465033065,0.059801929013699115,2422177,1.1178255,58,1.0,3,1.0,True,True,True,,,5,98,0,2,333,547,5447
llama_index_task/task17244/f1_f2_f3,llama_index_task,17244,1_2_3,3,3,comm,1,0,98011,1347,60613,437,True,1.0964176207204008,0.7534228480019487,0.7073672894982511,0.24442894177939983,5675437,2.8016367000000004,118,1.0,3,1.0,True,True,True,,,13,201,0,11,1030,3434,56149
llama_index_task/task17244/f1_f2_f3,llama_index_task,17244,1_2_3,3,3,comm,2,0,98011,1764,21719,314,True,1.1397605964542132,1.0256694106504536,0.3163759862375991,0.1825738066577338,5799133,2.6643798,120,1.0,3,1.0,True,True,True,,,12,164,0,10,763,1126,19830
llama_index_task/task17244/f1_f2_f3,llama_index_task,17244,1_2_3,3,3,comm,3,0,98011,1390,67322,128,True,0.9388572706919838,0.6657475213301861,0.7243524614092951,0.06130624656853513,4844708,2.3902635,100,0.0,0,1.0,True,False,False,,,12,221,0,7,704,3194,63424
llama_index_task/task17244/f1_f2_f3,llama_index_task,17244,1_2_3,3,3,comm,4,0,98011,957,12756,65,True,1.096743072135102,0.535441491278169,0.17317643717912107,0.03636749940760814,3923114,1.8417285,89,1.0,3,1.0,True,True,True,,,10,93,0,5,580,893,11283
pillow_task/task25/f2_f3_f4,pillow_task,25,2_3_4,3,1,nocomm,1,0,32792,140,0,0,True,0.3319248070566948,0.07085489294330517,0.0,0.0,563383,0.40277969999999996,14,1.0,3,1.0,False,True,True,,,0,0,0,0,0,0,0
pillow_task/task25/f2_f3_f4,pillow_task,25,2_3_4,3,1,nocomm,2,0,32792,143,0,0,True,0.3063165397626558,0.06678956023734416,0.0,0.0,602736,0.3731061,15,1.0,3,1.0,False,True,True,,,0,0,0,0,0,0,0
pillow_task/task25/f2_f3_f4,pillow_task,25,2_3_4,3,1,nocomm,3,0,32792,94,0,0,True,0.3157291812866745,0.045252718713325514,0.0,0.0,469092,0.3609819,12,1.0,3,1.0,False,True,True,,,0,0,0,0,0,0,0
pillow_task/task25/f2_f3_f4,pillow_task,25,2_3_4,3,1,nocomm,4,0,32792,153,0,0,True,0.3206324924781168,0.0747999075218832,0.0,0.0,680339,0.3954324,17,1.0,3,1.0,False,True,True,,,0,0,0,0,0,0,0
pillow_task/task25/f2_f3_f4,pillow_task,25,2_3_4,3,2,comm,1,0,66052,655,15118,130,True,0.9317643113320654,0.4619887542561185,0.2794785099029685,0.09169242450884794,3337977,1.7649240000000002,71,1.0,3,1.0,True,True,True,,,5,118,0,8,506,980,13632
pillow_task/task25/f2_f3_f4,pillow_task,25,2_3_4,3,2,comm,2,0,66052,861,13370,241,True,0.7297234203200594,0.47560396724972087,0.17549289244510605,0.1331249199851135,3174365,1.5139451999999998,71,1.0,3,1.0,True,True,True,,,5,101,0,9,385,942,12043
pillow_task/task25/f2_f3_f4,pillow_task,25,2_3_4,3,2,comm,3,0,66052,1314,7339,234,True,0.9603002292693268,0.9551826600707743,0.10831218900345915,0.17010102165643926,4492520,2.1938960999999995,94,1.0,3,1.0,True,True,True,,,4,149,0,12,289,358,6692
pillow_task/task25/f2_f3_f4,pillow_task,25,2_3_4,3,2,comm,4,0,66052,1309,11640,345,True,0.7850720517012966,0.7779168803949897,0.17345941867814332,0.20502774922557027,4309192,1.9414761,90,1.0,3,1.0,True,True,True,,,6,223,0,12,496,367,10777
pillow_task/task25/f2_f3_f4,pillow_task,25,2_3_4,3,3,comm,1,0,98255,1980,25139,377,True,1.3160084751256802,1.3259868611006291,0.4065556078974596,0.25247325587623093,7152532,3.3010241999999996,144,1.0,3,1.0,True,True,True,,,17,270,0,17,985,660,23494
pillow_task/task25/f2_f3_f4,pillow_task,25,2_3_4,3,3,comm,2,0,98255,2167,28496,147,True,1.228535732028637,1.3547590103842329,0.3567011079671564,0.09190104961997334,6557992,3.0318968999999996,136,1.0,3,1.0,True,True,True,,,15,132,0,10,1118,1132,26246
pillow_task/task25/f2_f3_f4,pillow_task,25,2_3_4,3,3,comm,3,0,98255,1488,20987,175,True,1.1522313938588786,0.8724850206411947,0.27587647998096915,0.10261080551895771,4963424,2.4032037,109,1.0,3,1.0,True,True,True,,,12,150,0,7,662,883,19442
pillow_task/task25/f2_f3_f4,pillow_task,25,2_3_4,3,3,comm,4,0,98255,2152,39162,558,True,1.1221520582373363,1.228879563038394,0.4751172741817865,0.31864070454248317,6953164,3.1447896,139,1.0,3,1.0,True,True,True,,,18,186,0,17,1211,1106,36845
